step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2,fruit_cells,fruit_top,food_cells,food_top
1000,1310,0.4214,10528.0,147,445,392,473,28,20,25,35662,37659,36050,0,0,0,1.000,1.000,1.000,375,298,357,0.1336,0.2782,0.3708,0.0884
2000,987,0.3678,8201.7,208,399,336,252,35,49,23,34139,39018,38077,0,0,0,1.000,1.000,1.000,354,286,207,0.1664,0.2249,0.3860,0.0815
3000,1149,0.4735,8937.0,234,454,459,236,44,51,39,36382,37106,41363,0,0,0,1.000,1.000,1.000,369,427,203,0.1245,0.3012,0.3468,0.0988
4000,1192,0.5176,8802.6,261,322,443,427,60,39,53,37395,35635,39194,0,0,0,1.000,1.000,1.000,271,351,364,0.1718,0.2593,0.3990,0.0848
5000,1371,0.4471,9239.6,226,396,417,558,41,36,51,39906,35834,34457,0,0,0,1.000,1.000,1.000,338,316,455,0.1585,0.2607,0.3988,0.0809
6000,1180,0.5025,9436.2,255,383,364,433,36,38,53,41399,36322,31471,0,0,0,1.000,1.000,1.000,334,312,283,0.1639,0.2275,0.3697,0.0784
7000,986,0.4868,10043.9,296,333,332,321,32,44,49,39983,36884,30426,0,0,0,1.000,1.000,1.000,255,250,240,0.1993,0.1992,0.4100,0.0743
8000,960,0.5552,10303.7,320,372,314,274,39,45,43,38696,39635,32479,0,0,0,1.000,1.000,1.000,316,249,186,0.1589,0.2457,0.4012,0.0851
9000,923,0.4897,9631.3,303,371,371,181,31,42,30,37855,37870,37003,0,0,0,1.000,1.000,1.000,293,300,144,0.1389,0.2484,0.3865,0.0938
10000,882,0.4966,9613.4,315,313,335,234,44,37,49,38042,36878,39462,0,0,0,1.000,1.000,1.000,225,253,204,0.1304,0.2676,0.3635,0.1018
11000,576,0.5434,6777.1,345,205,165,206,21,32,24,40761,38517,37423,0,0,0,1.000,1.000,1.000,156,105,162,0.1600,0.2095,0.4563,0.0890
12000,498,0.5181,5894.2,342,205,158,135,23,34,42,42512,40344,38025,0,0,0,1.000,1.000,1.000,162,99,101,0.1069,0.3081,0.4332,0.1106
13000,313,0.4984,3925.4,374,201,64,48,9,33,26,42582,41847,39679,0,0,0,1.000,1.000,1.000,157,35,32,0.1090,0.2826,0.4460,0.1174
14000,233,0.5150,3682.8,509,155,48,30,15,16,17,42463,43920,40710,0,0,0,1.000,1.000,1.000,124,30,10,0.0560,0.3929,0.4627,0.1496
15000,202,0.5099,2897.0,533,153,36,13,4,26,11,42769,45993,41869,0,0,0,1.000,1.000,1.000,111,26,2,0.0291,0.5520,0.3997,0.2120
16000,163,0.4479,2271.4,537,125,31,7,4,26,7,41216,46519,42577,0,0,0,1.000,1.000,1.000,91,20,2,0.0507,0.6615,0.4425,0.1865
17000,236,0.4153,3171.8,416,170,38,28,2,25,19,40656,46214,41394,0,0,0,1.000,1.000,1.000,134,25,24,0.0817,0.3914,0.4902,0.1697
18000,407,0.4398,5127.5,381,209,103,95,24,35,33,40377,44514,39775,0,0,0,1.000,1.000,1.000,149,80,64,0.1078,0.3607,0.4098,0.1450
19000,614,0.4691,6703.0,327,232,178,204,24,34,51,39966,44072,38237,0,0,0,1.000,1.000,1.000,196,152,137,0.1151,0.2754,0.3547,0.1426
20000,739,0.4425,8341.0,285,294,230,215,31,45,48,38058,43961,36965,0,0,0,1.000,1.000,1.000,214,169,160,0.1204,0.2740,0.3868,0.1326
