step,lat,wood_class,cells,grown,grass,wood,temp,bodies,felt,over,under,fill,rain
1000,-60,0,5256,678.6300,589.07,88.45,1.83,191,2.52,0.215,14.845,0.2796,93.061
1000,-60,1,2476,562.7722,441.09,629.90,0.91,198,0.34,0.099,16.349,0.4461,124.211
1000,-60,2,2,0.6216,0.00,2.45,22.54,0,9.05,0.490,9.940,0.3579,95.755
1000,-50,0,7119,1026.9016,717.22,96.41,15.01,320,11.85,2.198,10.187,0.2292,117.689
1000,-50,1,1575,403.0832,248.50,481.69,14.33,210,10.58,1.969,10.964,0.2879,175.310
1000,-50,2,4,2.0754,1.54,6.66,30.22,2,13.44,1.574,7.922,0.5107,110.304
1000,-40,0,6348,846.9019,398.02,62.79,26.38,330,21.31,6.384,6.820,0.2112,175.505
1000,-40,1,1731,483.0044,220.46,614.06,23.35,300,19.29,5.710,7.777,0.2608,256.831
1000,-40,2,2,0.6109,0.21,2.36,13.17,0,21.68,5.175,5.171,0.2500,175.490
1000,-30,0,4342,786.5371,318.11,88.68,33.48,313,27.92,10.258,5.139,0.2344,299.119
1000,-30,1,3268,942.7320,489.44,1515.47,29.56,495,27.22,10.112,5.556,0.2690,387.565
1000,-30,2,567,146.4304,59.84,794.10,35.00,60,28.98,11.027,4.985,0.3351,499.823
1000,-20,0,1831,528.6196,360.41,41.97,55.74,163,33.35,13.795,4.023,0.2386,400.327
1000,-20,1,2546,795.8457,308.69,1085.28,30.02,413,32.55,13.425,4.307,0.2842,550.248
1000,-20,2,3842,1159.5111,450.61,10773.81,33.10,687,31.74,13.094,4.633,0.4193,728.997
1000,-10,0,1808,649.2428,758.38,24.34,65.27,69,36.98,16.284,3.358,0.2600,491.092
1000,-10,1,2086,764.7462,283.89,921.46,35.07,318,36.82,16.191,3.391,0.2930,728.281
1000,-10,2,4330,1410.8999,605.22,15479.00,34.83,951,34.15,14.823,4.253,0.4365,904.124
1000,0,0,1824,702.5171,1149.20,31.18,72.14,29,38.85,17.517,2.984,0.2061,445.549
1000,0,1,1759,651.4174,253.91,850.56,40.67,220,38.59,17.323,3.013,0.2936,811.206
1000,0,2,4784,1506.0249,585.13,14909.09,38.04,943,35.20,15.585,4.118,0.4012,928.697
1000,10,0,3020,1078.7584,1211.88,51.88,74.53,78,37.73,16.755,3.207,0.2115,453.631
1000,10,1,2759,1111.3742,545.47,1359.12,44.65,354,37.15,16.385,3.347,0.2911,735.324
1000,10,2,3666,1185.3140,572.36,9442.97,22.64,797,32.11,13.908,5.072,0.3576,727.619
1000,20,0,4003,636.0812,434.19,61.94,62.18,122,32.29,13.503,4.649,0.1482,239.369
1000,20,1,3304,1180.0297,557.80,1559.46,36.24,428,32.27,13.446,4.582,0.2882,547.542
1000,20,2,1138,365.1281,175.35,1959.39,7.91,201,29.25,12.103,5.742,0.3262,550.030
1000,30,0,6766,863.7442,412.72,85.44,37.38,350,26.44,9.895,6.053,0.1630,199.762
1000,30,1,2319,784.0995,318.24,1005.91,42.99,377,29.29,11.103,4.847,0.2961,416.140
1000,30,2,189,92.7255,57.72,205.42,70.90,38,26.55,9.521,5.590,0.3966,347.812
1000,40,0,6706,653.5058,376.15,63.31,28.38,180,19.88,6.117,7.795,0.1688,115.185
1000,40,1,1265,397.6160,155.35,497.07,50.26,174,23.74,7.457,5.925,0.3258,245.271
1000,40,2,199,78.9587,27.19,229.37,65.59,35,23.91,7.787,6.087,0.3805,246.265
1000,50,0,5142,299.8610,222.10,13.85,19.42,36,11.21,2.313,10.933,0.1518,33.190
1000,50,1,563,142.6031,56.11,133.79,53.67,33,17.61,4.007,7.477,0.4283,143.860
1000,50,2,11,4.6412,3.29,13.28,35.34,1,19.14,4.263,6.382,0.5253,197.149
1000,60,0,3853,66.6616,63.15,0.76,11.91,2,2.35,0.233,15.057,0.1111,6.364
1000,60,1,2,1.2401,1.12,0.32,20.07,0,9.32,0.587,10.123,0.7467,58.849
1000,70,0,4656,3.7128,4.77,0.16,8.42,2,-5.43,0.001,20.728,0.0798,1.665
1000,80,0,3564,0.0232,0.47,0.06,4.84,0,-11.91,0.000,26.913,0.0675,0.825
2000,-60,0,5316,67.2202,385.41,90.42,-15.59,7,-8.97,0.000,24.035,0.4964,12.055
2000,-60,1,2416,20.6741,228.27,595.10,-19.22,2,-11.29,0.000,26.314,0.7867,15.576
2000,-60,2,2,0.0000,0.00,2.36,-6.37,0,0.29,0.000,15.175,0.8356,59.676
2000,-50,0,7144,445.2324,684.83,95.92,-8.97,49,0.99,0.123,15.925,0.3857,25.489
2000,-50,1,1550,117.8849,195.56,466.40,-2.36,12,0.60,0.109,16.270,0.6224,43.429
2000,-50,2,4,0.6138,1.41,6.51,-2.40,0,5.28,0.039,11.713,0.8762,52.437
2000,-40,0,6354,473.3979,493.88,62.20,2.55,143,12.02,2.270,10.122,0.3347,60.965
2000,-40,1,1725,174.2578,205.89,603.72,8.40,36,10.80,2.025,10.925,0.5117,92.117
2000,-40,2,2,0.0142,0.00,2.29,-7.22,0,13.35,1.702,8.058,0.3774,140.484
2000,-30,0,4349,425.0199,321.68,88.22,12.59,176,20.48,6.084,7.178,0.3529,138.883
2000,-30,1,3273,459.1292,369.37,1508.78,19.56,170,20.59,6.321,7.371,0.4311,189.006
2000,-30,2,555,67.1778,53.34,775.47,24.81,33,23.20,7.520,6.399,0.5603,258.297
2000,-20,0,1834,285.0813,176.08,41.94,14.42,112,28.02,10.380,5.168,0.3089,260.698
2000,-20,1,2575,343.0289,325.40,1104.53,22.84,98,27.58,10.291,5.450,0.4053,329.997
2000,-20,2,3810,391.5772,295.99,10639.96,32.30,255,27.40,10.262,5.600,0.6506,462.133
2000,-10,0,1810,516.2625,597.19,24.45,24.66,40,34.55,14.529,3.760,0.2994,403.833
2000,-10,1,2096,286.2258,237.17,926.94,25.83,99,34.30,14.499,3.878,0.3685,556.258
2000,-10,2,4318,488.6006,370.31,15344.11,40.69,375,32.24,13.418,4.595,0.6301,721.617
2000,0,0,1828,644.7770,1170.59,31.32,25.87,7,38.82,17.356,2.898,0.2161,438.056
2000,0,1,1769,268.6707,254.48,857.13,30.10,73,38.53,17.287,2.999,0.3365,739.032
2000,0,2,4770,501.9051,422.72,14759.02,44.69,349,35.92,15.890,3.883,0.5385,883.645
2000,10,0,3026,805.2689,1285.44,51.89,24.96,16,40.19,18.282,2.653,0.1941,468.004
2000,10,1,2799,530.7366,551.46,1389.57,33.83,62,39.78,18.151,2.806,0.3076,766.126
2000,10,2,3620,357.3689,333.54,9292.36,58.35,230,35.76,16.092,4.201,0.4613,790.137
2000,20,0,4016,404.5491,493.83,62.54,30.08,29,37.78,16.886,3.352,0.1420,268.337
2000,20,1,3314,568.4823,567.50,1564.19,49.29,98,38.26,17.233,3.254,0.3039,628.518
2000,20,2,1115,126.7568,124.03,1909.63,66.60,71,35.14,15.589,4.247,0.3713,619.450
2000,30,0,6777,570.4919,555.94,85.57,43.17,82,35.07,14.971,3.824,0.1739,260.216
2000,30,1,2325,288.2426,275.99,1010.73,41.59,81,37.21,16.007,3.027,0.3055,520.715
2000,30,2,172,37.2818,30.59,186.96,18.60,13,34.96,14.477,3.447,0.4142,592.831
2000,40,0,6706,610.2289,571.81,63.00,43.93,88,31.12,12.080,4.410,0.1767,165.240
2000,40,1,1273,194.9727,113.19,503.59,28.06,81,33.92,13.288,3.243,0.3962,436.998
