step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land
1000,14645,12046,128794,863518,829926,718525,16199,64297,2283,1,240527,6439306,184512.108,74700.965,0.2809,70478.509,0.226,0.281,0.264,0.229,0.671,0.305,882,0.0180,0.7187,0.101,8.1,40.0,79.4,40.06,3.23,4.57,2.65,29.61,7.68,1.038,0.101,0.048,0.047,22.374,0.744,0.0022,159,506,2093,10549,87,0,0.000,7239,5168,3891,5586,1038,5453,8154,0.00,0.70,10399,33.3752,65939,9560,539065,2558.2,-0.0,466726,58.643,2631002.543,1.35e-14,0.00093,30.00,250414,133.910,2.239,130.125,1.545,133.911,12392,790,1463,0.4393,0.829,1.023,1.260,1.034,0.913,1.137,37370.711,11977.102,182825.361,37943.307,34221.949,3096.819,647.522,478.115,0.726,0.566,0.554,0.890,0.725,0.671,7158,48989,0.7843,0.6111,0.5918,0.9999,0.0504,0.0544,0.6130,0.7282,0.7757,0.0891,0.0412,0.0287,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,17534,1.0000,0.6536,0.7413,0.9988,0.0504,0.0544,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0650,5.1858,4.9965,0.1387,0.1965,0.1749,0.391,0.419,0.377,0.418,5021,0.0544,0.0092,0.0115,0.00119,0.00165,0.00151,26.52,28.08,28.34,788.2659,0.0203,71.4163,36.2016,22.4411,1077032,1531855,0.6995,0.0078,0.0,0.0000,21.62
2000,11151,3598,45829,113960,105683,67139,992,21367,1721,1,199807,2421401,35070.006,15118.534,0.3032,11332.031,0.164,0.476,0.143,0.218,0.586,0.335,1028,0.0364,0.6690,0.093,14.9,39.9,76.1,39.30,2.97,7.87,1.41,27.06,7.61,1.057,0.187,0.152,0.161,12.298,0.370,0.0027,148,1142,1342,12079,68,0,0.000,5912,1334,2734,7083,469,1279,9403,0.00,4.91,11023,11.6829,61314,11015,498477,3448.0,-0.0,533639,24.434,2631002.543,1.79e-14,0.00068,25.34,35494,33.735,2.154,30.984,0.597,33.736,4300,2938,3913,0.3999,0.886,1.025,1.295,1.089,0.926,1.121,13660.843,10741.954,15127.052,13595.108,17679.877,2143.613,996.193,646.697,0.627,0.534,0.572,0.686,0.542,0.571,14208,17785,0.7587,0.4268,0.4660,0.9997,0.0616,0.0586,0.5668,0.8435,0.8049,0.1422,0.0247,0.0251,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,7533,0.9986,0.7334,0.7357,0.9991,0.0616,0.0586,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1148,4.8927,4.9437,0.0680,0.1146,0.0960,0.203,0.210,0.182,0.222,916,0.0544,0.0030,0.0021,0.00145,0.00096,0.00081,28.41,28.18,27.28,4751.7647,0.0324,31.5383,16.9219,7.5116,1091480,1528693,1.5078,0.0555,0.0,0.0000,26.00
3000,15591,5976,60726,173439,161956,111547,1166,20665,2033,0,290871,4340656,54154.331,21510.144,0.2877,16280.343,0.088,0.710,0.086,0.116,0.634,0.277,1477,0.0480,0.6709,0.082,13.0,38.9,74.5,37.13,3.06,8.75,0.81,24.52,7.43,1.087,0.215,0.246,0.259,15.802,0.348,0.0023,105,398,1325,19821,146,0,0.000,8204,102,2697,12792,284,2092,13215,0.25,5.43,10643,13.0636,45600,11198,462012,3164.0,-0.0,581242,16.924,2631002.543,5.31e-16,0.00103,14.43,50583,40.354,2.269,37.114,0.970,40.354,6081,3378,6132,0.3245,0.897,1.048,1.341,1.103,0.935,1.154,14888.337,15477.313,31443.771,14807.321,24183.582,2374.920,1219.255,1635.627,0.772,0.542,0.559,0.814,0.510,0.535,14353,27365,0.8052,0.3658,0.3307,0.9994,0.0446,0.0498,0.5525,0.8802,0.8649,0.1510,0.0236,0.0236,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,5793,0.9989,0.7059,0.7204,0.9979,0.0446,0.0498,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9898,4.4650,4.9185,0.0840,0.0774,0.0622,0.171,0.116,0.132,0.141,430,0.0190,0.0034,0.0027,0.00144,0.00094,0.00079,27.46,27.90,27.17,15765.0328,0.0471,39.4163,6.9432,9.9804,1086593,1525855,2.1653,0.1141,0.0,0.0000,22.38
4000,13412,5357,56839,144862,133113,87183,840,19384,2240,4,291364,4637529,48773.202,20977.691,0.3020,15478.605,0.086,0.755,0.058,0.101,0.637,0.270,2123,0.0622,0.6623,0.083,14.7,37.5,77.1,36.95,3.29,10.43,0.57,22.67,7.37,1.082,0.253,0.282,0.302,20.344,0.391,0.0022,106,428,2098,22939,262,0,0.000,7764,65,2693,10654,566,1584,11262,0.75,6.66,10864,13.1827,33842,10065,429612,2399.7,-0.0,624526,18.666,2631002.543,4.78e-15,0.00039,37.93,43835,41.738,2.347,38.680,0.711,41.739,5545,3523,4344,0.3608,0.906,1.041,1.329,1.110,0.943,1.159,15002.802,14338.068,26357.031,14821.363,23073.413,2411.050,1404.135,1683.901,0.790,0.531,0.548,0.763,0.492,0.535,13543,30634,0.7626,0.3716,0.3845,0.9994,0.0428,0.0554,0.5476,0.9803,0.8889,0.1518,0.0278,0.0235,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,6226,0.9994,0.8491,0.7650,0.9984,0.0429,0.0554,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0902,4.6274,4.9288,0.0979,0.0548,0.0438,0.093,0.080,0.113,0.076,530,0.0256,0.0049,0.0033,0.00143,0.00097,0.00092,28.21,26.85,27.10,11897.0678,0.0557,38.4436,9.0939,9.5717,1086559,1524894,2.4287,0.1355,0.0,0.0000,25.42
5000,10782,4849,50607,112602,100831,61212,783,19663,2044,12,296478,4251219,39144.427,17121.896,0.3164,11258.334,0.078,0.762,0.067,0.094,0.624,0.270,1845,0.0840,0.6651,0.080,16.6,38.8,78.2,36.63,3.76,10.70,0.60,21.57,7.19,1.113,0.256,0.320,0.345,22.630,0.439,0.0024,109,442,3128,21507,475,16,0.582,6797,74,1918,8790,458,1870,8454,1.25,7.79,13364,15.3448,26560,12341,401161,1823.7,-0.0,662426,18.619,2631002.543,1.01e-14,0.00102,12.68,33416,37.095,2.358,34.220,0.517,37.095,5611,2063,3108,0.3037,0.932,1.068,1.357,1.137,0.955,1.173,12798.013,12183.464,18911.931,12690.316,18800.513,2803.996,1552.736,1506.830,0.771,0.507,0.548,0.678,0.457,0.511,15326,26732,0.7306,0.2750,0.3332,0.9995,0.0394,0.0698,0.5956,0.9487,0.8602,0.1530,0.0308,0.0314,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,4407,0.9990,0.8007,0.7461,0.9984,0.0395,0.0698,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0661,4.7470,4.9265,0.1049,0.0685,0.0467,0.091,0.070,0.126,0.078,379,0.0111,0.0039,0.0023,0.00152,0.00086,0.00087,28.95,27.35,27.09,7360.9434,0.0643,31.9475,9.0467,9.5720,1089211,1524665,1.7810,0.0992,0.0,0.0000,23.03
6000,12178,4731,63074,151541,137630,86735,1732,21150,2663,7,360311,4586060,45670.589,20895.434,0.3115,13881.169,0.078,0.775,0.058,0.090,0.612,0.286,1800,0.0759,0.6728,0.057,13.5,39.3,76.6,35.87,3.26,9.98,0.54,22.10,7.33,1.158,0.241,0.268,0.294,18.022,0.402,0.0024,96,417,4365,26702,729,27,0.483,7603,388,1624,10166,1095,2355,8728,2.00,8.90,9717,16.6233,21944,12593,373465,3599.4,-0.0,705036,18.708,2631002.543,3.72e-15,0.00002,23.20,44889,39.149,2.352,36.160,0.637,39.150,6549,2290,3339,0.2899,0.946,1.095,1.497,1.193,0.958,1.226,14000.334,12680.704,26256.591,13837.731,19457.436,4355.375,1046.977,1611.914,0.689,0.544,0.530,0.636,0.501,0.573,19443,33041,0.6798,0.3037,0.3520,0.9993,0.0422,0.0717,0.6270,0.8238,0.8601,0.1416,0.0149,0.0272,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,4524,0.9993,0.7687,0.7567,0.9987,0.0423,0.0719,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1854,4.6744,4.8964,0.0875,0.0599,0.0478,0.088,0.072,0.096,0.094,293,0.0058,0.0035,0.0041,0.00141,0.00098,0.00091,27.92,27.33,27.50,4712.2534,0.0890,33.8674,10.6315,8.0762,1092238,1522848,0.9635,0.0323,0.0,0.0000,19.40
7000,13205,4249,60221,139347,125570,78326,800,20077,2608,21,342259,4369094,43704.341,19081.960,0.3150,12343.101,0.069,0.816,0.050,0.064,0.591,0.300,1775,0.0738,0.6728,0.063,14.4,36.0,70.5,33.13,2.57,8.94,0.38,21.25,6.90,1.171,0.236,0.219,0.244,14.817,0.365,0.0024,98,437,5148,24466,1088,25,0.319,7918,803,1596,10806,866,1757,10582,2.50,10.15,10509,16.2450,18334,11846,341272,3401.9,-0.0,743769,17.316,2631002.543,5.66e-15,0.00036,24.47,47094,39.098,2.313,35.937,0.849,39.099,5804,3064,4337,0.3182,0.919,1.102,1.515,1.200,0.944,1.292,14336.775,15206.094,19734.704,14159.788,22152.951,3597.555,913.602,2227.702,0.652,0.544,0.538,0.597,0.515,0.579,19128,32535,0.7033,0.3223,0.3412,0.9996,0.0452,0.0610,0.6573,0.8561,0.8889,0.1372,0.0151,0.0238,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,3553,0.9994,0.7793,0.8002,0.9988,0.0452,0.0611,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0405,4.7169,4.8339,0.0763,0.0510,0.0376,0.058,0.065,0.090,0.050,400,0.0147,0.0035,0.0031,0.00148,0.00095,0.00094,27.91,27.91,27.59,3720.5196,0.0881,36.8856,9.7801,7.5359,1095808,1520658,0.7678,0.0160,0.0,0.0000,21.78
8000,10015,3806,53761,111433,99490,57099,573,18511,2611,27,319560,3973175,35734.217,17475.418,0.3152,11179.121,0.053,0.834,0.043,0.070,0.583,0.308,1179,0.0880,0.6664,0.055,18.2,42.1,73.3,35.03,2.96,9.27,0.27,22.53,6.79,1.209,0.227,0.285,0.311,15.573,0.364,0.0024,104,437,4925,18506,1172,27,0.170,6105,685,864,8466,1272,1597,7146,2.50,9.99,11506,17.8107,15551,14586,319934,2762.6,-0.0,773307,15.812,2631002.543,1.68e-14,0.00013,7.77,37180,34.467,2.366,31.598,0.503,34.468,5475,1407,3133,0.2295,0.930,1.191,1.519,1.224,0.949,1.299,9649.280,12151.319,18831.917,9574.509,18506.912,3321.943,759.044,2215.311,0.662,0.533,0.505,0.596,0.410,0.509,22895,31986,0.6719,0.2411,0.3239,0.9996,0.0425,0.0609,0.6467,0.7362,0.8712,0.1335,0.0160,0.0219,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,3242,0.9986,0.6783,0.7638,0.9985,0.0425,0.0609,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1351,4.7789,4.8167,0.0744,0.0369,0.0257,0.058,0.043,0.068,0.033,574,0.0262,0.0036,0.0043,0.00154,0.00091,0.00098,27.85,27.81,27.83,2863.6452,0.0837,28.5296,8.6440,7.1680,1098675,1520607,1.4080,0.1110,0.0,0.0000,16.84
9000,11803,3713,60460,148693,135967,87530,703,15887,2634,18,325013,4008274,45153.499,19185.378,0.2986,13120.796,0.071,0.823,0.044,0.062,0.607,0.291,1107,0.0674,0.6670,0.062,16.4,38.5,73.5,34.51,2.70,8.28,0.44,23.09,6.78,1.180,0.220,0.242,0.266,13.154,0.319,0.0021,84,402,4612,16214,1072,25,0.397,7047,9,1119,10675,310,2028,9465,2.50,9.79,14794,19.6743,13028,12231,296012,4141.7,-0.0,796466,13.638,2631002.543,1.27e-14,0.00542,30.68,46922,34.800,2.373,31.610,0.816,34.801,5114,2422,4267,0.2765,0.927,1.119,1.528,1.227,0.953,1.253,13826.461,18846.145,17286.791,13723.369,27264.135,2885.195,919.197,2260.190,0.703,0.518,0.535,0.632,0.511,0.615,20440,34372,0.7151,0.1766,0.2537,0.9999,0.0327,0.0586,0.6568,0.8090,0.8243,0.1474,0.0244,0.0252,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,5378,0.9991,0.6818,0.7141,0.9986,0.0327,0.0586,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1109,4.7057,4.7037,0.0693,0.0524,0.0420,0.086,0.083,0.083,0.071,383,0.0223,0.0025,0.0027,0.00158,0.00098,0.00120,27.32,28.81,28.76,2608.5794,0.0662,41.5430,7.3162,6.3217,1101041,1517834,2.7127,0.2052,0.0,0.0000,18.95
10000,11860,3890,58477,131453,118601,72345,631,15610,2666,29,312414,4076801,40073.716,19638.607,0.3212,13366.284,0.065,0.829,0.054,0.053,0.613,0.290,999,0.0648,0.6703,0.061,13.7,35.6,63.5,29.54,2.50,8.86,0.28,17.90,6.45,1.209,0.253,0.235,0.261,11.878,0.327,0.0021,86,398,4950,15504,1805,24,0.373,7576,26,1687,10147,353,1915,9592,2.50,9.04,15999,21.4036,10588,13672,279636,2742.2,0.0,816831,13.392,2631002.543,2.78e-14,0.00359,11.37,43513,34.607,2.286,31.506,0.814,34.653,5446,2542,3872,0.2728,0.934,1.174,1.566,1.272,0.952,1.290,10558.858,14349.185,20532.574,10470.715,22436.711,3235.260,856.924,2180.139,0.710,0.497,0.536,0.634,0.428,0.553,21333,33531,0.7157,0.2072,0.2796,0.9999,0.0402,0.0571,0.6869,0.8891,0.9278,0.1427,0.0286,0.0280,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,6188,0.9994,0.7080,0.7189,0.9985,0.0402,0.0571,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1426,4.7013,4.7407,0.0699,0.0450,0.0351,0.053,0.060,0.043,0.051,396,0.0205,0.0024,0.0027,0.00170,0.00091,0.00119,28.24,27.83,28.00,2524.1592,0.0657,33.4429,7.3178,6.0740,1102907,1517164,3.4669,0.2168,0.0,0.0000,19.36
