step,lat,wood_class,cells,grown,grass,wood,temp,bodies,felt,over,under,fill,rain,seed,sprouted
1000,-60,0,5237,1231.9552,640.71,88.00,1.83,281,2.52,0.215,14.848,0.5008,28.032,0.00,0.0000
1000,-60,1,2495,1185.3387,531.08,644.03,0.93,305,0.37,0.101,16.332,0.9432,38.508,0.00,0.0000
1000,-60,2,2,1.4458,0.32,2.51,22.54,1,9.05,0.490,9.940,0.9826,61.702,0.00,0.0000
1000,-50,0,7092,1604.6983,654.84,95.54,15.06,444,11.86,2.200,10.184,0.3831,52.782,0.00,0.0000
1000,-50,1,1601,947.5355,343.06,498.83,14.14,291,10.58,1.967,10.966,0.7454,91.245,0.00,0.0000
1000,-50,2,5,3.6233,0.85,7.80,29.42,0,12.87,1.481,8.306,0.9488,86.788,0.00,0.0000
1000,-40,0,6338,1172.4007,485.16,63.05,26.41,355,21.32,6.386,6.819,0.3172,111.036,0.00,0.0000
1000,-40,1,1741,935.7509,248.89,635.55,23.27,306,19.29,5.709,7.777,0.6257,185.623,0.00,0.0000
1000,-40,2,2,0.9906,1.30,2.39,13.17,0,21.68,5.175,5.171,0.4576,120.834,0.00,0.0000
1000,-30,0,4324,953.9278,342.59,88.11,33.46,288,27.92,10.260,5.138,0.3251,219.603,0.00,0.0000
1000,-30,1,3254,1554.8228,600.76,1520.38,29.60,502,27.20,10.103,5.560,0.4805,310.830,0.00,0.0000
1000,-30,2,599,273.0171,103.68,844.86,34.76,96,28.97,11.020,4.986,0.5966,435.377,0.00,0.0000
1000,-20,0,1820,417.3444,144.91,41.40,55.87,46,33.35,13.796,4.023,0.2970,341.886,0.00,0.0000
1000,-20,1,2521,1236.5613,437.58,1071.14,30.03,274,32.56,13.429,4.305,0.4403,492.341,0.00,0.0000
1000,-20,2,3878,1935.7412,458.39,11057.40,33.07,937,31.74,13.095,4.630,0.7286,739.804,0.00,0.0000
1000,-10,0,1808,387.0931,164.80,24.36,65.26,30,36.98,16.284,3.358,0.2791,453.839,0.00,0.0000
1000,-10,1,2073,945.6586,225.87,921.12,35.06,30,36.81,16.186,3.393,0.3882,669.096,0.00,0.0000
1000,-10,2,4343,2397.1930,754.38,15832.21,34.84,1273,34.16,14.829,4.250,0.7502,991.709,0.00,0.0000
1000,0,0,1824,396.9306,237.26,31.11,72.11,18,38.85,17.518,2.984,0.2175,429.498,0.00,0.0000
