step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land
1000,11029,8584,129068,776397,745052,637299,10030,57791,1226,2,177814,5093361,182376.781,66881.492,0.2257,64373.203,0.223,0.279,0.203,0.295,0.647,0.330,691,0.0184,0.6957,0.106,15.8,46.7,84.9,47.67,3.63,4.43,4.22,35.40,7.91,1.010,0.096,0.045,0.045,24.735,0.701,0.0024,135,437,1850,7226,111,0,0.000,5441,3290,2921,4818,702,3602,6725,0.00,0.79,12107,34.6424,66714,9275,540064,2710.5,-0.0,465615,59.187,2630837.750,1.77e-15,0.00093,30.00,231928,92.662,1.707,90.064,0.892,92.663,8480,1040,1509,0.4951,0.833,1.001,1.198,1.003,0.915,1.116,37482.119,11424.795,177135.878,38284.901,31329.204,1655.872,488.861,363.557,0.706,0.560,0.567,0.876,0.721,0.648,7642,58732,0.7047,0.6574,0.5665,0.9999,0.0533,0.0469,0.5404,0.7670,0.8203,0.0873,0.0354,0.0181,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,15584,0.9998,0.5955,0.7037,0.9991,0.0533,0.0469,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0299,4.7636,5.0081,0.1288,0.2844,0.2473,0.556,0.662,0.608,0.609,8835,0.1781,0.0103,0.0123,0.00238,0.00157,0.00148,23.27,27.65,28.12,61.1296,0.0150,68.7244,36.3250,22.8616,1080776,1531521,0.6919,0.0055,1740.2,61.1296,21.62
2000,10327,2753,43762,97323,89839,53065,496,16037,1189,0,164891,1882393,32156.002,11847.749,0.2587,9181.690,0.150,0.486,0.162,0.202,0.547,0.357,751,0.0396,0.6575,0.085,13.8,37.9,75.7,40.45,1.84,5.51,1.66,31.43,7.71,1.036,0.148,0.035,0.035,10.268,0.395,0.0025,125,1070,1080,6336,60,0,0.000,4824,812,2227,7288,604,994,8729,0.00,5.53,13335,14.3628,66814,9436,499558,3467.1,-0.0,524197,21.311,2630837.750,1.15e-14,0.00068,25.34,30582,22.634,1.732,20.456,0.446,22.634,2575,2835,4917,0.3981,0.880,1.031,1.195,1.019,0.933,1.105,14697.104,10357.047,10182.352,14608.167,16547.173,912.382,1050.142,703.535,0.545,0.549,0.547,0.573,0.537,0.549,13808,18394,0.5670,0.5013,0.5326,0.9996,0.0513,0.0512,0.5704,0.7013,0.8242,0.1030,0.0243,0.0148,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,7428,0.9985,0.5833,0.6833,0.9995,0.0513,0.0512,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1430,4.8137,4.9408,0.0594,0.1479,0.1274,0.240,0.287,0.226,0.285,1416,0.1033,0.0029,0.0019,0.00238,0.00097,0.00073,26.27,27.85,27.17,100.8944,0.0239,31.3858,13.8829,7.4283,1094072,1528213,1.4228,0.0529,3103.9,100.8944,26.00
3000,11399,2983,58830,133895,124416,73941,1124,16688,1142,0,202958,2525610,39662.898,16561.025,0.2442,13463.147,0.109,0.605,0.129,0.157,0.567,0.322,1043,0.0532,0.6840,0.076,14.2,36.7,70.3,36.71,1.68,7.77,1.03,26.23,7.48,1.061,0.204,0.090,0.094,9.752,0.394,0.0025,92,341,970,10619,112,0,0.000,5593,29,2273,9097,289,1540,9570,0.00,9.25,14729,17.5582,66738,9139,463145,2531.7,-0.0,558161,14.746,2630837.750,2.18e-14,0.00102,14.43,39905,21.939,1.707,19.822,0.411,21.940,3663,2972,4764,0.3406,0.894,1.033,1.254,1.120,0.929,1.098,14951.135,14966.399,13331.913,14889.001,24905.131,1319.611,865.612,912.655,0.587,0.552,0.568,0.575,0.531,0.566,11867,31233,0.6806,0.3272,0.3867,0.9992,0.0482,0.0467,0.5897,0.8809,0.8698,0.0812,0.0315,0.0167,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,7660,0.9985,0.7547,0.7623,0.9989,0.0482,0.0467,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3826,5.0687,5.0756,0.0579,0.1190,0.0961,0.160,0.158,0.157,0.158,1035,0.0945,0.0030,0.0026,0.00211,0.00111,0.00093,21.88,27.37,26.83,860.4153,0.0449,40.1507,5.3817,9.3641,1095288,1526625,1.9426,0.1073,3510.5,860.4153,22.38
4000,10186,2597,52524,118831,107745,65738,569,17086,1749,2,292431,2806700,37003.105,16648.843,0.2791,11547.083,0.074,0.694,0.102,0.130,0.562,0.317,1254,0.0720,0.6710,0.058,16.7,37.8,64.7,36.72,1.45,8.29,0.86,26.11,7.25,1.079,0.211,0.100,0.108,9.536,0.318,0.0026,102,415,1098,14345,149,0,0.000,5037,58,1992,8136,219,1458,8509,1.50,10.64,14039,17.1734,66781,11939,435969,2600.5,-0.0,589856,15.325,2630837.750,4.25e-15,0.00039,37.93,36157,21.437,1.684,19.441,0.313,21.438,3292,3179,3715,0.3713,0.903,1.039,1.328,1.139,0.940,1.145,12126.406,12818.529,16512.287,12010.344,20027.557,2446.918,996.220,1658.621,0.614,0.526,0.545,0.584,0.510,0.568,13816,29654,0.6383,0.2903,0.3307,0.9994,0.0376,0.0667,0.6155,0.8331,0.8622,0.0820,0.0179,0.0115,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,3715,0.9979,0.7412,0.7606,0.9985,0.0376,0.0668,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2617,4.8372,5.1510,0.0548,0.1000,0.0809,0.130,0.176,0.128,0.109,1531,0.0973,0.0036,0.0029,0.00219,0.00088,0.00096,26.32,27.47,27.68,1492.6315,0.0638,32.5416,6.9044,8.4208,1097448,1525381,2.0286,0.1268,3340.6,1492.6315,25.42
5000,7897,2212,51197,107414,96793,55782,435,15970,2376,3,315070,2665131,32716.523,15564.809,0.2755,10140.491,0.060,0.731,0.081,0.129,0.547,0.325,1455,0.0949,0.6805,0.062,16.7,41.0,73.5,38.13,1.87,9.27,0.83,26.16,7.50,1.126,0.223,0.141,0.150,9.497,0.353,0.0026,94,366,1230,14253,253,15,0.327,4413,49,1558,6290,338,1014,6545,4.25,13.08,16280,17.0411,66759,14463,412165,1517.4,0.0,618508,13.250,2630837.750,3.54e-15,0.00101,12.68,32451,18.344,1.647,16.452,0.244,18.344,2712,2160,3025,0.3085,0.903,1.073,1.452,1.208,0.923,1.197,12227.632,11853.283,12016.678,12104.242,18736.094,1861.185,1046.843,2516.290,0.573,0.524,0.544,0.514,0.518,0.528,18207,30457,0.6267,0.2642,0.3470,0.9979,0.0430,0.0700,0.6053,0.8338,0.8743,0.1012,0.0184,0.0160,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,3457,0.9990,0.7821,0.7989,0.9977,0.0433,0.0702,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.5432,5.0165,5.4455,0.0525,0.0962,0.0778,0.116,0.134,0.140,0.097,1223,0.0885,0.0038,0.0025,0.00223,0.00079,0.00100,25.67,27.17,27.91,1227.7257,0.0712,31.3024,5.5494,7.7008,1099705,1524938,1.4530,0.0938,3465.4,1227.7257,23.03
6000,9285,2875,63824,158601,147809,94032,745,17016,2039,4,307236,3111354,49639.061,19683.715,0.2710,14480.772,0.068,0.714,0.092,0.126,0.574,0.316,1432,0.0766,0.6501,0.065,14.6,43.1,79.4,39.39,1.94,9.71,0.77,26.96,7.33,1.160,0.220,0.163,0.173,9.522,0.351,0.0024,86,359,1234,13519,324,15,0.368,5188,261,1548,7476,1009,1653,6623,3.25,10.96,12151,18.3271,66769,12719,381613,2460.7,-0.0,652842,14.775,2630837.750,1.88e-14,0.00002,23.20,50597,26.006,1.711,23.950,0.345,26.006,4354,1715,3216,0.2659,0.935,1.103,1.510,1.183,0.947,1.242,15513.041,17379.022,22383.070,15312.518,26424.245,2086.795,901.022,2215.126,0.593,0.542,0.579,0.589,0.574,0.615,17498,38644,0.5641,0.2703,0.2662,0.9985,0.0428,0.0582,0.5652,0.9461,0.9021,0.0768,0.0162,0.0097,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,3845,0.9987,0.8158,0.7659,0.9984,0.0429,0.0583,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.5570,5.0349,5.6521,0.0488,0.1063,0.0795,0.091,0.193,0.105,0.121,888,0.0572,0.0033,0.0029,0.00223,0.00101,0.00100,22.45,27.00,27.55,1541.0172,0.0767,42.3462,6.3095,8.4658,1100322,1523080,0.7601,0.0309,3290.8,1541.0172,19.40
7000,8853,2699,49652,101371,90291,51322,397,15529,2134,10,314694,2788100,33753.187,14977.496,0.2802,9465.441,0.062,0.759,0.069,0.111,0.551,0.327,1139,0.0832,0.6489,0.063,16.1,40.5,74.4,36.60,1.76,10.46,0.84,23.54,7.26,1.174,0.244,0.163,0.175,9.113,0.363,0.0025,97,428,1002,14927,314,15,0.452,5246,1208,1225,6420,469,1155,7229,4.75,12.79,12751,17.0825,66841,14645,358338,2200.5,-0.0,685084,14.578,2630837.750,9.38e-15,0.00036,24.47,33321,19.683,1.634,17.725,0.324,19.683,3593,2254,3006,0.2895,0.936,1.108,1.590,1.301,0.942,1.197,10803.622,10865.442,15852.531,10657.985,16708.112,2450.052,776.655,2285.348,0.576,0.512,0.548,0.509,0.511,0.506,24384,26432,0.6457,0.2273,0.2684,0.9996,0.0457,0.0583,0.6071,0.9088,0.9048,0.0905,0.0130,0.0112,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,4651,0.9987,0.7454,0.7444,0.9992,0.0458,0.0583,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.9081,5.1088,5.4786,0.0454,0.0954,0.0700,0.089,0.169,0.119,0.104,1328,0.0751,0.0047,0.0045,0.00216,0.00082,0.00085,27.05,27.77,27.25,1661.8857,0.0875,27.8250,7.9529,6.6251,1102702,1521446,0.5830,0.0146,3036.9,1661.8857,21.78
8000,8863,2243,46433,101329,91044,54554,342,12281,1722,3,296661,2384255,34053.883,13004.552,0.2623,8141.009,0.057,0.794,0.075,0.074,0.531,0.339,905,0.0786,0.6473,0.080,19.8,43.1,80.3,41.13,1.71,10.65,1.08,27.69,7.46,1.154,0.234,0.141,0.156,8.284,0.282,0.0024,87,409,733,14597,86,13,0.182,5063,535,863,7465,1292,986,6585,5.75,13.87,14839,18.2221,66741,14061,339189,3475.9,-0.0,707671,11.646,2630837.750,5.66e-15,0.00013,7.77,34130,16.927,1.571,14.999,0.356,16.927,3581,2200,3082,0.3274,0.887,1.101,1.572,1.231,0.922,1.231,11528.038,11987.097,14028.476,11381.549,16784.867,2308.017,931.815,1623.711,0.563,0.505,0.512,0.567,0.520,0.538,28202,28308,0.5203,0.2507,0.2251,0.9988,0.0454,0.0685,0.5940,0.7855,0.8211,0.0721,0.0164,0.0193,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,3081,0.9989,0.7111,0.7134,0.9981,0.0454,0.0685,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.8029,5.3245,5.7899,0.0381,0.1156,0.0980,0.178,0.196,0.178,0.163,1028,0.0725,0.0039,0.0061,0.00228,0.00094,0.00092,23.28,27.91,28.01,1615.0363,0.0827,28.6708,5.8217,5.8247,1104537,1519627,1.0517,0.1025,2890.8,1615.0363,16.84
9000,9136,2244,51577,131681,122016,79439,665,11161,1419,2,256028,2387667,40174.033,15656.740,0.2720,11304.866,0.075,0.750,0.079,0.095,0.557,0.331,781,0.0616,0.6419,0.074,19.1,43.3,76.4,38.49,1.82,9.06,0.85,26.76,7.34,1.169,0.197,0.150,0.167,9.301,0.307,0.0021,73,342,751,11016,174,13,0.507,5026,26,937,8173,210,1401,7525,4.00,12.09,15389,18.1162,66733,12834,316031,3635.8,0.0,729614,10.858,2630837.750,1.77e-16,0.00582,30.68,43623,20.164,1.742,18.068,0.355,20.164,3219,2034,3883,0.2467,0.943,1.112,1.477,1.300,0.947,1.178,12688.262,15584.145,16682.922,12555.512,22240.464,2258.069,509.446,1584.359,0.572,0.562,0.538,0.600,0.592,0.619,25446,32982,0.5801,0.1626,0.2246,0.9992,0.0506,0.0641,0.6397,0.9481,0.8608,0.0825,0.0352,0.0223,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,4547,0.9989,0.7966,0.6770,0.9985,0.0506,0.0641,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.8488,5.5560,5.4508,0.0430,0.0981,0.0694,0.082,0.139,0.136,0.082,1193,0.0897,0.0032,0.0042,0.00243,0.00099,0.00114,25.59,28.16,28.43,1535.3089,0.0683,35.3788,5.3350,5.5231,1106236,1517280,1.9230,0.1864,2839.4,1535.3089,18.95
10000,7773,2244,46306,97966,89194,51295,365,10580,1239,2,227308,2307155,32074.733,13442.199,0.2754,9529.883,0.059,0.779,0.080,0.081,0.564,0.328,792,0.0671,0.6353,0.059,18.1,42.4,72.9,36.08,1.66,9.86,1.15,23.40,7.07,1.203,0.213,0.195,0.213,9.519,0.321,0.0022,77,362,793,10430,161,15,0.171,4491,35,1187,6551,253,1198,6322,5.50,12.80,21033,20.5229,66744,14960,302383,2127.8,-0.0,740223,10.240,2630837.750,1.12e-14,0.00148,11.37,32760,17.553,1.706,15.588,0.259,17.576,2952,1599,3222,0.2325,0.954,1.168,1.535,1.322,0.944,1.223,9660.049,14916.989,10175.000,9550.497,21879.120,1553.928,637.953,1720.435,0.572,0.553,0.563,0.444,0.488,0.570,26113,30820,0.6563,0.1530,0.2299,0.9994,0.0358,0.0627,0.6274,0.9424,0.8767,0.0920,0.0088,0.0157,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,4234,0.9985,0.8106,0.6593,0.9981,0.0358,0.0627,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.7241,5.5343,5.4043,0.0459,0.1009,0.0881,0.135,0.225,0.254,0.122,794,0.0768,0.0022,0.0039,0.00245,0.00087,0.00123,25.66,27.20,28.09,1528.9527,0.0615,31.9313,4.6051,5.6354,1107745,1516909,2.3482,0.1938,2805.3,1528.9527,19.36
