step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea
1000,12076,8872,126415,786139,755244,648141,11583,54337,2194,0,232503,4909235,183964.333,73154.174,0.2987,68813.943,0.248,0.274,0.247,0.231,0.648,0.326,612,0.0188,0.6791,0.100,15.9,47.6,90.1,46.64,4.19,5.26,2.65,34.54,7.80,1.049,0.108,0.053,0.052,23.050,0.655,0.0023,144,449,1859,9011,89,0,0.000,6111,3569,3310,5197,785,3943,7348,0.00,0.77,12147,34.7838,65917,9516,539620,2873.9,-0.0,467414,57.027,2631002.543,4.60e-15,0.00093,30.00,229204,86.616,1.515,84.245,0.856,86.617,9336,898,1842,0.4064,0.840,1.032,1.266,1.044,0.920,1.137,37398.587,12395.057,179394.618,37956.653,35427.004,3508.971,512.601,318.660,0.699,0.571,0.568,0.880,0.729,0.668,7070,56048,0.6968,0.6541,0.5779,1.0000,0.0530,0.0519,0.5446,0.7313,0.8046,0.1021,0.0583,0.0322,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,17171,0.9999,0.7890,0.7254,0.9990,0.0530,0.0519,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1258,4.9705,5.0466,0.1138,0.1997,0.1715,0.367,0.431,0.340,0.437,8565,0.1655,0.0095,0.0115,0.00239,0.00165,0.00149,23.50,26.88,27.96,811.5201,0.0216,72.6209,34.8198,22.2074,1080337,1531392,0.7187,0.0072
2000,10995,3984,51049,130600,122812,78290,1261,19955,1160,0,150296,2220185,40440.159,15896.551,0.2730,13332.496,0.168,0.443,0.225,0.164,0.582,0.322,908,0.0427,0.6567,0.087,17.6,41.4,77.1,39.44,3.27,6.42,1.09,28.67,7.59,1.066,0.159,0.151,0.157,13.532,0.419,0.0025,133,1002,1150,8340,59,0,0.000,5320,1474,3131,6390,444,1475,9076,0.00,6.12,12638,14.0446,61936,8028,496261,3551.7,-0.0,529902,23.664,2631002.543,3.17e-14,0.00068,25.34,40969,24.907,1.519,22.933,0.456,24.908,4234,2121,4640,0.3401,0.878,1.050,1.298,1.087,0.918,1.115,16393.094,12447.601,16149.903,16332.179,21290.573,1359.439,814.591,390.025,0.628,0.552,0.562,0.657,0.578,0.600,10556,23691,0.6614,0.4984,0.4352,1.0000,0.0494,0.0454,0.5429,0.8774,0.8544,0.1497,0.0331,0.0246,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,5733,0.9968,0.6611,0.6737,0.9995,0.0494,0.0454,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0013,4.9424,4.9146,0.0703,0.1060,0.0888,0.119,0.193,0.186,0.138,1591,0.1020,0.0032,0.0025,0.00245,0.00115,0.00087,26.91,26.17,27.08,4105.2353,0.0318,37.8813,14.0302,9.6343,1091370,1528264,1.5363,0.0549
3000,12266,4625,48930,140563,131949,90712,921,16195,971,0,160984,3225794,45029.404,16681.560,0.3003,13659.918,0.105,0.672,0.122,0.101,0.622,0.287,633,0.0480,0.6563,0.067,16.4,45.1,77.6,40.20,3.84,8.00,0.90,27.47,7.57,1.073,0.177,0.270,0.281,16.995,0.319,0.0023,105,435,1191,12997,142,0,0.000,6270,75,1462,10729,263,2202,9801,0.25,6.34,14345,16.3479,48111,10707,463010,3679.7,-0.0,573564,15.543,2631002.543,1.70e-14,0.00181,14.43,41413,22.381,1.515,20.373,0.493,22.381,5911,2695,3660,0.3815,0.874,1.039,1.339,1.109,0.924,1.123,11826.700,11768.647,28396.735,11740.966,18551.622,1502.998,769.735,748.909,0.762,0.523,0.523,0.793,0.508,0.540,12872,24814,0.6961,0.4280,0.4284,0.9999,0.0477,0.0660,0.5532,0.8471,0.7762,0.1590,0.0201,0.0284,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,4487,0.9993,0.7429,0.7062,0.9985,0.0477,0.0660,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0660,4.8001,4.9260,0.0831,0.0812,0.0682,0.104,0.161,0.114,0.142,1192,0.0803,0.0044,0.0031,0.00217,0.00086,0.00085,22.48,27.94,28.10,13869.2550,0.0413,30.6559,6.9890,8.5541,1087888,1527249,2.1549,0.1135
4000,11500,4881,55317,144145,134893,87811,1017,17170,1313,4,190452,3826071,46882.408,18943.113,0.3031,15335.325,0.110,0.692,0.103,0.095,0.645,0.271,675,0.0527,0.6483,0.074,17.2,44.1,76.8,38.83,4.15,8.77,0.58,25.33,7.40,1.088,0.191,0.305,0.315,20.940,0.399,0.0022,95,397,1889,12279,181,0,0.000,6197,38,1755,9707,165,1654,9681,0.75,5.80,13327,15.7388,37093,11374,434930,2394.3,-0.0,616826,17.121,2631002.543,1.15e-14,0.00110,37.93,47220,25.546,1.521,23.628,0.397,25.546,5008,2957,3535,0.3818,0.902,1.037,1.366,1.138,0.951,1.130,13239.856,12318.073,29851.284,13154.375,19212.074,1665.160,912.095,1030.533,0.791,0.546,0.536,0.745,0.462,0.559,15627,33671,0.7657,0.4003,0.3880,0.9997,0.0373,0.0726,0.5392,0.8783,0.8279,0.1808,0.0341,0.0334,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,2774,0.9995,0.7921,0.7713,0.9988,0.0373,0.0726,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0927,4.9441,5.0052,0.0952,0.0567,0.0490,0.041,0.109,0.065,0.097,1151,0.0585,0.0036,0.0021,0.00225,0.00086,0.00101,27.62,27.69,27.75,11159.4573,0.0437,32.8445,8.3023,8.8192,1087740,1525908,2.3340,0.1351
5000,10297,4563,48508,106620,98026,57174,938,16840,961,11,146955,3717664,38096.230,13290.451,0.3162,10386.654,0.089,0.747,0.094,0.070,0.634,0.286,537,0.0551,0.6510,0.072,16.6,41.8,79.0,37.39,4.10,9.44,0.61,23.24,7.40,1.108,0.214,0.306,0.315,22.856,0.405,0.0023,101,415,2825,11760,410,21,0.573,5926,71,1720,8506,272,1604,8421,1.25,6.60,17024,18.4837,29805,13176,410120,2103.4,0.0,650412,17.146,2631002.543,6.73e-15,0.00045,12.68,31179,20.987,1.523,19.136,0.327,20.987,4815,2383,3099,0.3398,0.920,1.059,1.402,1.170,0.959,1.126,11771.978,11802.522,18965.189,11638.939,17878.756,1350.611,782.936,770.249,0.791,0.518,0.540,0.670,0.435,0.520,19490,27365,0.7356,0.3596,0.3652,0.9990,0.0387,0.0718,0.5685,1.0618,0.8784,0.1783,0.0229,0.0291,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,3761,0.9996,0.8824,0.8039,0.9986,0.0388,0.0718,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1482,5.0490,4.9827,0.1000,0.0504,0.0434,0.037,0.125,0.070,0.091,773,0.0443,0.0034,0.0025,0.00237,0.00090,0.00102,26.90,27.28,27.52,7375.2236,0.0402,29.9160,8.2936,8.8528,1089030,1525280,1.6763,0.0999
6000,12876,4838,56089,137433,127705,80551,793,17210,1414,16,187295,3828592,45405.147,17016.605,0.3174,13301.566,0.077,0.747,0.096,0.080,0.622,0.289,668,0.0518,0.6448,0.083,17.9,38.5,74.1,36.27,3.52,7.67,0.65,24.43,7.14,1.097,0.187,0.246,0.258,19.531,0.398,0.0022,91,399,4229,13267,720,22,0.626,6824,314,1607,10955,1542,2214,9120,1.25,6.98,14617,21.7465,24889,13814,384488,3388.0,-0.0,687413,17.857,2631002.543,1.03e-14,0.00033,23.20,41811,23.900,1.534,21.828,0.538,23.900,7046,2475,3355,0.3555,0.896,1.041,1.420,1.137,0.962,1.112,11920.311,12814.066,28019.168,11792.159,18895.386,1762.733,925.867,1026.439,0.763,0.486,0.546,0.715,0.434,0.533,23829,30013,0.5999,0.3533,0.3479,0.9996,0.0390,0.0772,0.6048,1.0905,0.9385,0.1393,0.0218,0.0294,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,3911,0.9997,0.8935,0.8578,0.9993,0.0390,0.0772,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3303,5.0084,4.9784,0.0866,0.0714,0.0648,0.084,0.128,0.067,0.155,946,0.0596,0.0046,0.0028,0.00230,0.00079,0.00093,23.48,27.55,27.77,5022.0137,0.0495,31.2036,9.8255,8.0315,1089191,1523739,0.9204,0.0332
7000,10035,3745,54832,118772,108555,62902,1038,16683,1347,13,182555,3917562,38554.269,14676.509,0.3292,10920.627,0.057,0.804,0.060,0.080,0.609,0.297,1093,0.0738,0.6608,0.068,17.9,41.7,77.5,37.01,3.73,9.44,0.47,23.37,7.11,1.119,0.219,0.260,0.271,20.248,0.358,0.0022,84,436,5305,14141,1034,27,0.405,5794,646,1367,8022,658,1221,8156,2.25,9.26,16182,20.4522,21576,14357,356863,2342.3,-0.0,724623,17.473,2631002.543,1.35e-14,0.00087,24.47,36426,21.730,1.530,19.859,0.342,21.731,4696,2340,2999,0.3219,0.919,1.064,1.428,1.190,0.951,1.140,11259.152,12185.132,20730.986,11132.579,17611.332,1995.128,762.299,998.454,0.717,0.502,0.549,0.623,0.403,0.551,26896,36641,0.6261,0.3084,0.3280,0.9995,0.0432,0.0701,0.5882,1.0424,0.9028,0.1710,0.0100,0.0177,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,1616,0.9994,0.8591,0.7841,0.9991,0.0436,0.0701,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1860,4.9144,4.9293,0.0875,0.0517,0.0433,0.061,0.087,0.059,0.087,1373,0.0637,0.0057,0.0045,0.00252,0.00087,0.00093,27.73,27.11,27.40,3431.4085,0.0560,29.1730,9.9748,7.4979,1093619,1522699,0.7655,0.0158
8000,9876,4003,47352,114266,105658,66247,667,13276,1312,16,194430,3479765,37208.287,15408.902,0.3213,11504.533,0.060,0.822,0.047,0.071,0.618,0.290,639,0.0636,0.6395,0.058,18.5,42.0,76.1,37.33,4.29,8.72,0.45,23.87,6.99,1.110,0.199,0.276,0.294,19.249,0.392,0.0021,86,417,5554,10578,1073,22,0.376,5873,674,925,8277,1708,1490,6678,1.50,7.16,16540,23.2435,18115,16666,338365,2229.9,-0.0,751886,14.053,2631002.543,4.78e-15,0.00086,7.77,37537,20.179,1.520,18.220,0.439,20.179,5960,1600,2316,0.3699,0.788,1.074,1.483,1.132,0.958,1.159,8754.339,10603.228,23922.544,8697.907,16092.368,2025.834,621.873,1256.662,0.723,0.521,0.545,0.692,0.446,0.535,31767,29572,0.5694,0.2603,0.2961,0.9995,0.0434,0.0708,0.5961,1.0920,0.9537,0.1598,0.0145,0.0198,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,2270,0.9994,0.9006,0.8165,0.9989,0.0434,0.0708,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2510,4.8623,4.9363,0.0864,0.0558,0.0429,0.077,0.061,0.089,0.068,1065,0.0660,0.0063,0.0039,0.00235,0.00069,0.00087,22.53,26.78,27.14,3539.0793,0.0532,25.1701,7.6807,6.3726,1094959,1522252,1.4014,0.1115
9000,9690,3560,58642,133599,124213,73930,1027,13371,1415,42,185617,3539771,41676.713,15424.822,0.3001,11942.805,0.066,0.812,0.048,0.074,0.612,0.297,982,0.0658,0.6546,0.058,14.1,40.0,75.9,35.14,3.52,8.39,0.88,22.35,7.07,1.130,0.203,0.254,0.274,17.213,0.349,0.0020,64,350,5838,14634,1987,24,0.470,5607,50,1104,8536,258,1709,7723,1.75,7.13,19244,23.9028,15053,14727,319727,2670.9,0.0,775284,13.995,2631002.543,3.72e-15,0.00348,30.68,41840,20.075,1.530,18.186,0.359,20.075,4550,2368,2772,0.3409,0.904,1.064,1.478,1.222,0.957,1.126,12034.273,14139.230,21825.912,11908.018,19885.588,1705.374,925.022,851.621,0.730,0.489,0.559,0.658,0.457,0.545,32504,41537,0.6686,0.1950,0.2373,0.9990,0.0460,0.0668,0.5950,1.1020,0.9401,0.1648,0.0105,0.0266,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,1220,0.9988,0.9231,0.8260,0.9983,0.0460,0.0668,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2845,4.7820,4.9138,0.0864,0.0929,0.0750,0.064,0.217,0.096,0.166,1243,0.0871,0.0040,0.0035,0.00226,0.00091,0.00106,25.59,27.97,27.99,3162.5636,0.0461,32.2662,7.8388,6.1563,1098171,1520524,2.6291,0.2046
10000,13130,3995,53872,133627,124598,78362,1393,12343,1329,70,170752,3496593,42090.253,14169.315,0.3047,10917.416,0.049,0.821,0.059,0.070,0.615,0.297,765,0.0462,0.6567,0.066,15.6,42.9,75.3,37.57,2.85,6.71,0.52,27.49,7.05,1.134,0.162,0.179,0.194,14.223,0.315,0.0019,71,352,4778,12860,1767,19,0.696,6448,39,1321,11770,536,1992,10602,1.75,7.03,22598,27.1698,12609,13434,304694,4606.9,-0.0,788584,12.386,2631002.543,2.74e-14,0.00087,11.37,40717,19.301,1.520,17.215,0.566,19.337,5392,3342,4396,0.3055,0.918,1.084,1.467,1.263,0.933,1.130,12110.854,14465.166,20506.261,12020.451,20480.957,1737.767,774.526,739.606,0.725,0.485,0.579,0.669,0.480,0.612,31390,33761,0.6210,0.2413,0.2735,0.9995,0.0384,0.0625,0.6283,0.7888,0.8854,0.1395,0.0260,0.0281,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,2053,0.9995,0.7471,0.7987,0.9987,0.0384,0.0625,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1534,4.8546,4.8672,0.0713,0.0499,0.0454,0.053,0.133,0.048,0.079,876,0.0692,0.0030,0.0037,0.00247,0.00098,0.00113,27.06,28.53,28.53,2544.8222,0.0430,32.9673,6.4633,5.9228,1099019,1517460,3.3403,0.2121
