step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,inv1,inv1_land,inv1_grown,inv2,inv2_land,inv2_grown
1000,16385,8344,196173,883722,753180,681117,6432,74924,35013,0,2267406,18304289,191206.818,122634.469,0.3814,68585.685,0.079,0.769,0.071,0.080,0.632,0.293,4332,0.1345,0.7240,0.067,12.0,32.0,75.7,25.88,2.37,7.44,0.39,15.69,5.81,1.654,0.205,0.108,0.147,11.707,0.475,0.0023,142,458,1626,146887,119,0,0.000,8695,4993,4780,6612,1102,5136,10147,2.00,7.13,9736,35.7599,66710,4749,534585,3223.1,-0.0,470219,56.909,2624453.717,1.77e-15,0.00093,30.00,308570,143.042,1.627,138.243,3.172,143.043,13188,1110,2087,0.1452,1.000,1.999,2.000,1.684,0.990,1.816,41364.690,12527.402,184019.712,41535.713,34237.079,34010.738,7462.369,12575.677,0.673,0.656,0.522,0.829,0.685,0.612,2359,67218,0.6794,0.6192,0.5829,0.9993,0.0305,0.0427,0.7098,1.0039,0.9651,0.1104,0.0090,0.0307,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,1422,1.0000,0.9134,0.9598,0.9978,0.0305,0.0427,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,7.4467,4.9810,8.6509,0.0553,0.0574,0.0540,0.047,0.102,0.069,0.089,9211,0.1637,0.0051,0.0094,0.00233,0.00142,0.00136,22.79,27.50,27.10,247.9067,0.1918,75.3064,27.8503,29.0582,1083391,1526666,0.7146,0.0085,1566.7,247.9067,21.62,0,0,0,0,0,0
2000,7336,2252,30869,57275,46882,26110,296,16055,2905,0,241415,2811505,20871.558,11404.201,0.3821,5639.608,0.057,0.809,0.057,0.077,0.552,0.342,548,0.0851,0.6651,0.070,20.9,47.0,73.1,40.10,2.34,11.73,0.33,25.70,7.41,1.168,0.258,0.128,0.156,10.178,0.365,0.0027,161,959,538,11487,22,0,0.000,3600,736,1877,4723,409,701,6226,5.25,12.27,11321,13.0835,66813,9330,494211,1488.7,-0.0,527977,15.488,2624453.717,2.06e-14,0.00071,25.34,21309,17.220,1.618,15.346,0.256,17.220,2432,2452,2452,0.4369,0.970,1.008,2.000,1.279,0.984,1.241,8976.016,4622.775,11260.162,8836.438,6414.566,4548.726,672.040,543.827,0.588,0.564,0.392,0.490,0.419,0.452,9867,17839,0.5827,0.4928,0.4114,0.9987,0.0710,0.0891,0.5852,0.9863,0.8862,0.1429,0.0056,0.0209,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,479,0.9987,0.8880,0.8416,0.9965,0.0710,0.0891,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.7931,4.9467,5.8367,0.0454,0.0459,0.0429,0.066,0.059,0.049,0.095,2640,0.1223,0.0073,0.0061,0.00269,0.00085,0.00086,26.97,26.79,27.37,615.2214,0.0760,15.4919,10.3372,5.1507,1093758,1524584,1.5186,0.0580,2481.7,615.2214,26.00,0,0,0,0,0,0
3000,9960,3077,40245,94285,85948,53497,543,11365,1429,0,241646,2389517,34625.251,11759.437,0.2450,8059.835,0.076,0.753,0.047,0.124,0.572,0.322,386,0.0514,0.6099,0.069,22.0,47.1,78.8,41.66,2.79,10.00,0.66,28.21,7.34,1.199,0.208,0.177,0.195,10.593,0.346,0.0022,106,444,627,12282,54,0,0.000,5346,24,1138,8798,220,1965,7775,3.50,9.38,12614,16.3190,66738,9854,461555,2895.2,-0.0,562916,12.032,2624453.717,9.94e-15,0.00159,14.43,29913,18.463,1.611,16.352,0.499,18.463,3918,2731,3311,0.3838,0.929,1.025,2.000,1.345,0.967,1.217,12907.559,10842.736,14313.742,12723.581,15647.763,2102.748,801.790,795.065,0.566,0.590,0.561,0.518,0.533,0.635,12788,22360,0.5997,0.3787,0.3714,0.9983,0.0605,0.0669,0.5483,0.8666,0.8105,0.1391,0.0158,0.0223,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,1655,0.9987,0.7533,0.7190,0.9977,0.0605,0.0669,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.8784,4.9298,5.6317,0.0479,0.0747,0.0642,0.105,0.114,0.125,0.113,812,0.0575,0.0062,0.0037,0.00258,0.00108,0.00120,22.54,27.86,28.30,2094.3145,0.0638,28.7763,5.0073,7.0250,1094114,1521644,2.0522,0.1110,1950.7,2094.3145,22.38,0,0,0,0,0,0
4000,7799,2967,43400,95798,86312,51906,492,12223,1692,2,290827,2610858,34277.702,14383.209,0.2637,9590.775,0.075,0.765,0.044,0.117,0.562,0.326,548,0.0778,0.6199,0.075,22.9,48.0,82.5,42.58,3.14,12.90,0.35,26.19,7.50,1.148,0.265,0.220,0.240,11.607,0.417,0.0022,105,431,743,15114,64,0,0.000,4480,32,1573,6194,329,1055,6415,4.75,11.15,14479,16.3587,66780,9384,432761,2668.4,0.0,593121,13.154,2624453.717,5.15e-15,0.00123,37.93,32093,20.173,1.618,18.273,0.282,20.173,2677,2148,2974,0.3838,0.956,1.035,1.971,1.147,0.982,1.268,13251.669,11772.948,12616.231,13072.803,18179.443,2255.273,967.183,1569.979,0.557,0.586,0.547,0.511,0.523,0.578,13412,27905,0.6644,0.3975,0.3657,0.9988,0.0535,0.0676,0.4927,0.9684,0.9088,0.1525,0.0152,0.0213,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,2874,0.9994,0.8693,0.8209,0.9984,0.0535,0.0676,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9728,4.8912,5.7130,0.0554,0.0445,0.0401,0.060,0.058,0.055,0.084,865,0.0705,0.0042,0.0022,0.00231,0.00102,0.00106,27.00,27.19,27.30,1609.8890,0.0697,31.6995,5.5065,7.6475,1096702,1520614,2.1525,0.1303,1989.4,1609.8890,25.42,0,0,0,0,0,0
5000,10225,2953,43177,90884,82129,47196,511,11575,1521,5,286875,2364221,35554.515,12173.738,0.2425,7825.598,0.071,0.751,0.047,0.132,0.557,0.329,582,0.0553,0.6113,0.077,22.0,48.0,75.5,42.85,2.77,11.59,0.31,28.19,7.57,1.106,0.243,0.202,0.226,10.426,0.346,0.0022,96,438,1069,14031,154,6,0.513,5539,98,1746,8381,347,1709,8169,5.00,11.05,15190,17.8857,66772,11145,408029,3472.3,-0.0,620684,12.551,2624453.717,3.55e-16,0.00049,12.68,28679,18.814,1.618,16.780,0.416,18.814,3608,2855,3762,0.4131,0.942,1.017,1.324,1.090,0.977,1.218,12667.682,11423.134,14691.574,12429.366,16259.172,2160.435,932.728,1254.978,0.547,0.586,0.542,0.523,0.487,0.548,16136,24672,0.5961,0.3880,0.3745,0.9985,0.0571,0.0730,0.5386,0.9150,0.8322,0.1363,0.0147,0.0213,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,2270,0.9987,0.8181,0.7395,0.9983,0.0572,0.0731,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9972,4.9365,5.4901,0.0500,0.0377,0.0326,0.059,0.050,0.055,0.066,708,0.0562,0.0041,0.0034,0.00257,0.00095,0.00095,25.01,27.61,27.87,1768.5921,0.0716,29.2058,5.1829,7.3684,1097827,1517770,1.5050,0.0944,1889.0,1768.5921,23.03,0,0,0,0,0,0
6000,7403,3003,46111,93949,84555,47352,486,14909,1672,5,333701,2862597,35640.804,15035.073,0.2468,9888.599,0.067,0.789,0.034,0.111,0.556,0.329,608,0.0943,0.6160,0.080,22.9,48.0,80.3,43.33,3.80,12.33,0.27,26.93,7.62,1.106,0.251,0.260,0.290,11.806,0.399,0.0025,102,450,1367,17006,294,8,0.446,4533,256,1135,6012,947,1288,5168,5.75,12.63,13749,17.5512,66783,12592,381407,1837.6,-0.0,653587,15.672,2624453.717,1.05e-14,0.00013,23.20,30513,20.813,1.608,18.946,0.259,20.813,3831,1620,1952,0.3888,0.941,1.026,1.289,1.084,0.980,1.256,11833.464,10370.588,17893.260,11629.229,16006.915,2778.642,936.297,1431.534,0.572,0.539,0.550,0.564,0.445,0.494,19204,27356,0.5882,0.4055,0.3951,0.9986,0.0613,0.0728,0.5215,0.9886,0.9127,0.1339,0.0182,0.0257,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,3873,0.9993,0.8844,0.7909,0.9977,0.0614,0.0728,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.8726,4.9562,5.6844,0.0558,0.0394,0.0331,0.042,0.064,0.053,0.057,1118,0.0729,0.0050,0.0036,0.00236,0.00093,0.00097,22.66,26.90,27.00,1645.7994,0.0838,28.1779,7.3150,8.3569,1099313,1518213,0.7881,0.0308,1920.6,1645.7994,19.40,0,0,0,0,0,0
7000,8847,2565,47572,113814,104054,65675,567,12725,1652,5,319413,2404509,39501.557,14657.444,0.2502,9662.453,0.072,0.753,0.044,0.131,0.536,0.341,798,0.0733,0.6096,0.075,21.7,48.0,81.7,46.78,2.82,11.70,0.73,31.53,7.91,1.082,0.242,0.201,0.227,10.236,0.339,0.0023,89,449,1405,18767,493,9,0.484,5108,788,903,7156,1017,1242,6588,5.75,13.07,10137,16.1718,66854,11666,352755,2656.4,-0.0,689468,13.911,2624453.717,2.00e-14,0.00089,24.47,37631,20.565,1.607,18.620,0.339,20.566,3870,2233,2744,0.3904,0.943,1.025,1.248,1.090,0.970,1.162,12367.595,11303.993,21052.086,12108.785,16003.138,2824.516,943.933,1226.543,0.542,0.528,0.534,0.637,0.511,0.572,21453,27066,0.5307,0.2713,0.3169,0.9991,0.0627,0.0814,0.4951,0.9383,0.8561,0.1028,0.0091,0.0152,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,3632,0.9994,0.8554,0.7607,0.9983,0.0627,0.0814,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.8026,5.0385,5.2472,0.0471,0.0664,0.0609,0.133,0.098,0.101,0.138,1048,0.0612,0.0052,0.0044,0.00246,0.00103,0.00108,26.79,28.01,28.03,1569.4059,0.0909,28.6956,7.2988,6.6120,1100817,1515940,0.6032,0.0146,2004.2,1569.4059,21.78,0,0,0,0,0,0
8000,6177,2124,52153,115357,106291,62591,613,11876,1413,9,297012,2130327,39195.047,15140.945,0.2336,10804.982,0.079,0.734,0.055,0.132,0.521,0.348,1048,0.1033,0.6070,0.077,22.8,48.0,78.3,44.54,2.75,11.55,0.43,29.81,7.81,1.067,0.240,0.208,0.234,10.518,0.381,0.0023,77,369,1193,15756,315,7,0.544,3446,518,647,5012,599,670,4908,6.50,13.26,10747,14.7483,66755,9174,323570,3162.3,-0.0,717423,12.529,2624453.717,1.17e-14,0.00125,7.77,37384,19.241,1.598,17.485,0.159,19.242,2496,1655,2026,0.3999,0.946,1.017,1.214,1.076,0.979,1.129,14029.675,14730.180,14316.962,13844.115,21838.952,2540.922,916.145,878.897,0.521,0.493,0.547,0.508,0.494,0.594,17591,36119,0.5737,0.3047,0.2896,0.9991,0.0554,0.0698,0.5247,0.9395,0.8502,0.1175,0.0129,0.0182,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,4489,0.9999,0.8984,0.7990,0.9982,0.0554,0.0698,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.8073,4.9612,5.1615,0.0503,0.0550,0.0471,0.066,0.076,0.063,0.097,917,0.0597,0.0044,0.0038,0.00254,0.00123,0.00129,23.99,27.53,27.51,1465.2350,0.0806,36.2764,5.9924,6.5363,1104144,1514980,1.0674,0.1074,2169.0,1465.2350,16.84,0,0,0,0,0,0
9000,6583,1945,40296,83889,77047,43151,442,9384,956,6,197291,1632977,31049.131,10179.640,0.2367,7260.632,0.110,0.715,0.058,0.117,0.516,0.351,517,0.0763,0.6161,0.096,22.8,48.0,73.6,44.10,2.21,11.40,0.54,29.96,7.72,1.064,0.237,0.191,0.215,9.861,0.347,0.0023,77,378,709,11765,161,8,0.650,3594,41,898,5644,189,1041,5353,6.00,12.51,14042,16.3937,66745,10352,303236,3034.4,-0.0,735605,10.069,2624453.717,8.34e-15,0.00288,30.68,26334,14.461,1.610,12.681,0.171,14.461,2497,1963,2123,0.4048,0.931,1.018,1.236,1.083,0.965,1.131,10845.560,11942.755,11417.147,10635.183,16257.433,1653.029,689.226,576.753,0.518,0.497,0.533,0.479,0.483,0.560,17040,27662,0.5983,0.2979,0.3317,0.9985,0.0498,0.0741,0.5540,0.9286,0.8843,0.1096,0.0111,0.0099,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,964,0.9982,0.8418,0.7923,0.9977,0.0498,0.0741,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.8882,4.7460,5.0368,0.0491,0.0700,0.0606,0.098,0.127,0.124,0.114,918,0.0759,0.0037,0.0039,0.00277,0.00102,0.00109,25.92,27.78,27.63,1486.2081,0.0651,27.4931,4.8018,5.2676,1105892,1513116,1.9556,0.1949,2280.1,1486.2081,18.95,0,0,0,0,0,0
10000,6165,1864,36820,79929,73180,42806,303,9479,944,1,219237,1607862,28933.366,11306.197,0.2411,8002.150,0.099,0.708,0.060,0.133,0.533,0.335,465,0.0763,0.6027,0.087,23.7,48.5,72.8,44.04,2.45,12.54,0.57,28.48,7.74,1.072,0.258,0.207,0.231,9.763,0.338,0.0024,86,394,661,11776,81,7,0.562,3529,70,872,5223,281,902,4982,5.75,13.31,16494,17.2761,66752,12083,289471,1651.7,-0.0,750429,10.019,2624533.131,9.03e-15,0.00199,11.37,25293,14.335,1.606,12.568,0.161,14.382,2401,1555,2209,0.3715,0.924,1.031,1.261,1.083,0.960,1.138,9533.761,10517.377,12105.085,9382.565,15447.865,1773.661,767.908,762.478,0.535,0.519,0.546,0.549,0.483,0.563,19028,24067,0.6264,0.3192,0.3664,0.9993,0.0581,0.0797,0.5293,0.9362,0.8936,0.1230,0.0095,0.0063,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,2125,0.9991,0.8292,0.7704,0.9985,0.0581,0.0797,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.8620,4.8353,4.9191,0.0487,0.0722,0.0634,0.112,0.118,0.090,0.134,822,0.0778,0.0034,0.0029,0.00265,0.00099,0.00122,27.11,27.28,27.85,1395.1160,0.0635,25.4122,4.6006,5.4180,1107429,1512004,2.3930,0.2008,2461.1,1395.1160,19.36,103,28,0,100,96,0
