step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,inv1,inv1_land,inv1_grown,inv2,inv2_land,inv2_grown
1000,15492,8805,130962,823693,743396,686385,6346,54938,12589,0,1482103,17327911,193034.219,110796.531,0.3991,73826.218,0.062,0.837,0.055,0.046,0.693,0.256,3417,0.0881,0.6670,0.103,15.4,41.1,70.7,31.19,2.02,7.90,0.23,21.04,6.52,1.399,0.201,0.053,0.068,13.455,0.487,0.0021,198,564,1764,52975,153,0,0.000,8971,4710,4213,6569,1093,5092,9307,1.00,5.35,7149,32.1057,66712,5565,532067,3370.2,-0.0,474857,55.217,2624545.663,1.74e-14,0.00093,30.00,186822,101.735,1.878,98.987,0.870,101.735,12202,1258,2032,0.1075,1.000,1.482,1.712,1.438,0.990,1.418,40751.428,13157.676,189684.502,40966.027,36209.908,29257.354,1671.827,6041.131,0.699,0.766,0.578,0.883,0.720,0.742,2577,45321,0.6977,0.6367,0.5439,0.9992,0.0222,0.0624,0.6912,1.3217,0.8745,0.0771,0.0031,0.0259,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,3837,0.9998,0.9765,0.7596,0.9984,0.0222,0.0624,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3556,5.9921,5.3355,0.0673,0.0287,0.0254,0.012,0.064,0.045,0.016,6785,0.1498,0.0053,0.0074,0.00212,0.00126,0.00139,23.12,27.77,27.61,139.9639,0.1558,76.6947,26.2936,28.9231,1082771,1526260,0.7354,0.0076,1665.4,139.9639,21.62,0,0,0,0,0,0
2000,6296,2269,36569,73156,62534,36032,555,18071,2475,0,293029,3570323,22157.156,15198.979,0.3878,8096.220,0.046,0.893,0.026,0.035,0.575,0.326,991,0.1133,0.6602,0.097,21.8,34.0,64.2,33.19,1.27,8.96,0.34,22.61,6.75,1.222,0.230,0.052,0.057,9.363,0.415,0.0028,155,1014,667,9436,94,0,0.000,2726,541,1490,4265,329,618,5349,6.25,12.29,8104,9.6578,66813,8717,488989,1609.4,-0.0,535941,17.218,2624545.663,2.87e-14,0.00068,25.34,19615,19.835,1.828,17.886,0.121,19.835,1910,2223,2163,0.3949,1.000,1.043,1.726,1.441,0.992,1.264,9885.851,6676.828,10382.553,9730.334,10140.489,5658.349,324.670,1119.740,0.601,0.618,0.456,0.544,0.434,0.508,8396,21554,0.6101,0.5453,0.4384,0.9984,0.0549,0.0986,0.7366,1.3306,0.8307,0.1100,0.0006,0.0137,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,1224,0.9975,0.9836,0.7457,0.9967,0.0549,0.0986,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3686,6.0788,5.5329,0.0474,0.0411,0.0370,0.045,0.132,0.064,0.057,2441,0.1118,0.0063,0.0055,0.00258,0.00084,0.00110,26.77,27.14,27.47,318.6867,0.0919,20.2315,10.7735,6.4449,1095071,1524741,1.5226,0.0592,2851.6,318.6867,26.00,0,0,0,0,0,0
3000,8737,2548,41122,83149,75449,41242,785,11915,1383,1,180391,2643783,27937.826,10614.345,0.2964,7273.039,0.067,0.889,0.012,0.033,0.549,0.344,811,0.0704,0.6560,0.110,22.5,42.0,69.5,34.00,1.35,8.53,0.32,23.80,6.61,1.297,0.204,0.134,0.144,8.335,0.315,0.0024,100,419,570,5612,162,0,0.000,3936,21,1286,7430,538,1802,6397,4.50,12.31,10206,14.1961,66738,9863,457378,2169.8,-0.0,569294,10.470,2624545.663,7.10e-16,0.00102,14.43,21208,17.390,1.956,15.191,0.243,17.391,4155,2236,2346,0.2848,1.000,1.150,1.764,1.494,0.987,1.243,11420.576,8545.432,10859.020,11256.732,13095.114,1513.804,474.235,1353.265,0.515,0.607,0.510,0.490,0.468,0.537,12848,23040,0.6207,0.4543,0.4215,0.9972,0.0476,0.0838,0.6503,1.2702,0.8952,0.0720,0.0044,0.0120,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,1549,0.9991,0.9461,0.7818,0.9964,0.0476,0.0838,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2663,6.0363,5.6114,0.0409,0.0298,0.0291,0.062,0.096,0.066,0.059,793,0.0608,0.0078,0.0052,0.00238,0.00091,0.00116,22.95,27.07,26.91,916.0599,0.0651,24.7990,3.5056,6.9644,1095191,1522997,2.0290,0.1176,3273.9,916.0599,22.38,0,0,0,0,0,0
4000,8273,2696,40455,76183,68087,35091,637,14355,1350,2,208419,3068186,27328.959,10904.111,0.2968,7038.194,0.055,0.887,0.011,0.047,0.569,0.333,659,0.0747,0.6456,0.103,19.9,38.6,67.0,31.14,1.78,8.46,0.39,20.51,6.56,1.315,0.204,0.185,0.198,8.296,0.364,0.0025,114,468,639,6226,190,0,0.000,4025,38,1322,6913,186,1058,7029,5.75,11.75,13901,15.1739,66781,11563,431181,1590.3,-0.0,598406,12.488,2624545.663,8.87e-15,0.00039,37.93,21409,18.803,1.876,16.646,0.281,18.803,3276,2171,2826,0.2827,1.000,1.140,1.828,1.564,0.986,1.280,10674.474,9446.042,10029.198,10527.883,13810.072,2069.583,493.726,1302.608,0.593,0.597,0.509,0.436,0.427,0.510,16516,22618,0.7141,0.4500,0.3433,0.9984,0.0462,0.0691,0.6914,1.2596,0.9420,0.1286,0.0116,0.0157,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,1562,0.9993,0.9478,0.7427,0.9971,0.0462,0.0691,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4920,5.9754,5.4327,0.0419,0.0323,0.0320,0.073,0.118,0.081,0.073,1032,0.0695,0.0061,0.0026,0.00212,0.00085,0.00114,26.47,27.08,28.00,1521.2613,0.0722,24.8050,5.4710,7.0172,1097479,1521237,2.0734,0.1341,3131.2,1521.2613,25.42,0,0,0,0,0,0
5000,10699,2846,45091,96479,88549,50567,821,13688,1336,1,190486,3139782,31874.970,12044.766,0.3077,8381.932,0.056,0.877,0.013,0.054,0.581,0.328,666,0.0539,0.6443,0.117,23.5,39.5,66.7,32.74,1.46,7.63,0.43,23.22,6.57,1.265,0.186,0.160,0.170,8.222,0.320,0.0024,102,439,716,5380,154,4,0.584,4351,69,1493,9137,443,1795,8461,5.50,11.45,16383,18.4714,66734,13097,407655,1800.2,-0.0,623963,11.944,2624545.663,1.15e-14,0.00154,12.68,25534,19.657,1.872,17.464,0.321,19.657,4224,3310,3165,0.3379,0.964,1.066,1.847,1.523,0.978,1.219,11431.650,10572.042,13266.091,11240.551,15750.259,1945.320,410.584,1306.930,0.594,0.619,0.526,0.535,0.471,0.568,20417,23648,0.5755,0.3704,0.3328,0.9983,0.0498,0.0712,0.6702,1.2676,0.9041,0.1031,0.0032,0.0108,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,3062,0.9989,0.9607,0.7741,0.9976,0.0498,0.0713,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3077,5.9725,5.6531,0.0406,0.0432,0.0400,0.043,0.151,0.064,0.068,930,0.0651,0.0060,0.0023,0.00242,0.00087,0.00122,26.38,27.91,27.85,1677.7211,0.0721,27.5056,5.1922,6.7513,1098166,1518740,1.4526,0.0950,2908.9,1677.7211,23.03,0,0,0,0,0,0
6000,9811,3541,50958,117305,108260,65337,1010,14776,1575,2,230546,3659399,37103.100,14552.563,0.3178,9972.794,0.049,0.887,0.016,0.048,0.596,0.317,764,0.0639,0.6317,0.082,23.0,45.0,71.9,32.00,2.13,8.24,0.27,21.36,6.35,1.416,0.185,0.194,0.209,9.390,0.336,0.0023,93,422,830,5393,267,5,0.363,5007,262,1474,8075,1258,2092,6461,4.25,10.38,16595,20.0331,66736,14173,380864,2099.3,0.0,653019,13.605,2624545.663,1.49e-14,0.00080,23.20,32913,22.608,1.868,20.301,0.438,22.608,5355,1774,2682,0.2306,0.995,1.429,1.911,1.558,0.970,1.426,11467.720,12649.162,17320.597,11271.402,18483.895,2583.206,298.953,1697.609,0.602,0.618,0.569,0.543,0.526,0.598,22182,32446,0.5514,0.3671,0.3737,0.9982,0.0439,0.0671,0.6694,1.1849,0.9074,0.1031,0.0203,0.0222,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,2049,0.9994,0.9044,0.7209,0.9977,0.0442,0.0677,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3417,6.1546,5.2684,0.0451,0.0351,0.0266,0.037,0.086,0.042,0.047,998,0.0643,0.0044,0.0026,0.00215,0.00095,0.00112,23.01,27.66,26.86,1493.5736,0.0808,30.2920,6.7310,6.8738,1098993,1517715,0.7723,0.0309,2902.0,1493.5736,19.40,0,0,0,0,0,0
7000,10769,3305,48203,109378,97811,60528,647,14214,2231,3,293061,3590506,35303.627,16661.340,0.3727,9835.678,0.064,0.871,0.014,0.051,0.582,0.326,854,0.0607,0.6273,0.080,17.5,39.8,68.8,29.76,1.70,8.17,0.28,19.61,6.32,1.413,0.199,0.157,0.170,8.181,0.328,0.0022,107,518,844,6143,257,5,0.424,5508,1107,1349,8313,772,1463,8534,5.25,11.13,13969,18.9379,66805,16531,359428,2387.4,-0.0,686412,13.572,2624545.663,9.05e-15,0.00027,24.47,36203,24.043,1.843,21.614,0.586,24.044,4490,2352,3927,0.2378,0.958,1.374,1.943,1.608,0.936,1.475,8414.575,11142.910,21360.322,8285.064,15493.919,4133.487,147.762,2544.412,0.601,0.562,0.561,0.611,0.464,0.545,29311,26243,0.6482,0.3538,0.3755,0.9996,0.0532,0.0587,0.6761,1.1259,0.9945,0.1175,0.0091,0.0149,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,3367,0.9989,0.7789,0.7461,0.9989,0.0532,0.0587,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2193,5.9236,5.1467,0.0443,0.0308,0.0293,0.039,0.112,0.046,0.037,1187,0.0592,0.0060,0.0040,0.00219,0.00079,0.00076,27.26,28.59,27.34,1441.8764,0.0928,24.1962,7.8410,5.7306,1101265,1515722,0.5965,0.0148,2934.8,1441.8764,21.78,0,0,0,0,0,0
8000,8077,2873,54778,124289,113776,68390,1121,14683,2789,3,258143,3574540,36015.623,16335.866,0.3604,10521.408,0.054,0.866,0.009,0.071,0.574,0.329,664,0.0867,0.6610,0.095,17.0,38.6,66.6,28.32,1.91,8.75,0.26,17.39,6.04,1.475,0.222,0.215,0.225,8.563,0.343,0.0022,82,427,835,6272,161,4,0.464,4297,658,1090,6329,771,898,6408,6.25,12.86,16875,18.4209,66699,15338,335711,1514.2,-0.0,709678,12.931,2624545.663,1.56e-14,0.00166,7.77,35655,22.494,1.856,20.305,0.334,22.495,3404,1208,3465,0.1770,1.000,1.554,1.971,1.519,0.987,1.601,11563.475,14951.844,13157.309,11389.964,21989.758,2194.860,244.834,3374.764,0.568,0.600,0.567,0.512,0.543,0.581,28730,35491,0.5871,0.3159,0.3188,0.9991,0.0502,0.0419,0.6424,1.2971,0.9987,0.1311,0.0048,0.0132,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,3390,0.9988,0.9758,0.7919,0.9976,0.0502,0.0419,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4530,6.0633,5.1059,0.0503,0.0238,0.0224,0.043,0.079,0.042,0.044,1114,0.0758,0.0038,0.0042,0.00218,0.00110,0.00075,23.86,27.69,26.92,1470.4720,0.0766,33.9161,6.1144,6.8169,1103946,1514772,1.0555,0.1047,2932.6,1470.4720,16.84,0,0,0,0,0,0
9000,8909,2759,55008,123324,112463,67482,834,14332,2844,2,272653,3566330,38051.891,15773.096,0.3542,9738.080,0.053,0.885,0.014,0.048,0.579,0.326,798,0.0765,0.6625,0.083,17.3,39.7,69.0,31.17,1.92,7.89,0.56,20.80,6.38,1.370,0.191,0.179,0.189,8.452,0.352,0.0022,87,403,712,7233,117,6,0.469,4208,23,1418,7468,381,1251,7277,5.75,12.56,19368,20.7820,66690,13687,316918,2975.0,0.0,726049,11.919,2624545.663,7.45e-15,0.00526,30.68,37910,22.802,1.846,20.592,0.364,22.803,3273,1900,3736,0.2323,0.992,1.150,1.949,1.511,0.973,1.448,11688.299,15686.608,14019.810,11564.704,22205.457,2194.630,248.284,3592.101,0.547,0.616,0.583,0.488,0.540,0.585,27915,34025,0.6234,0.2780,0.2748,0.9988,0.0381,0.0409,0.6343,1.1535,0.8931,0.1380,0.0179,0.0135,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,2018,0.9991,0.9092,0.7843,0.9973,0.0381,0.0409,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3915,5.9596,5.4203,0.0473,0.0459,0.0439,0.078,0.165,0.123,0.066,955,0.0798,0.0037,0.0031,0.00252,0.00077,0.00076,25.07,27.33,27.92,1555.7452,0.0700,34.2165,4.8775,7.0416,1105282,1512804,1.9348,0.1894,2874.6,1555.7452,18.95,0,0,0,0,0,0
10000,8083,2560,45765,97643,89883,51129,749,11032,1055,2,175278,2566099,33599.983,12039.930,0.3237,8493.482,0.063,0.866,0.019,0.052,0.547,0.354,625,0.0675,0.6331,0.095,25.0,45.4,77.2,35.39,1.84,8.19,0.52,24.84,6.58,1.342,0.195,0.208,0.221,9.153,0.339,0.0022,74,397,689,5157,136,7,0.462,3790,99,1254,6730,503,1423,6157,6.25,13.07,21987,21.9864,66706,14594,304263,1979.5,-0.0,737481,10.430,2624622.185,9.81e-15,0.00019,11.37,27616,19.577,1.994,17.306,0.277,19.619,3775,1721,2587,0.2400,0.989,1.150,1.946,1.477,0.974,1.390,9634.280,13382.487,14080.129,9561.090,18452.246,1758.103,194.988,1593.357,0.533,0.604,0.524,0.519,0.483,0.557,28141,32684,0.6046,0.3436,0.3122,0.9994,0.0466,0.0721,0.6174,1.2261,0.8188,0.0994,0.0075,0.0117,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,970,0.9993,0.9568,0.7992,0.9975,0.0466,0.0721,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2408,5.9304,5.3694,0.0432,0.0408,0.0289,0.057,0.115,0.060,0.056,1048,0.0981,0.0028,0.0044,0.00223,0.00085,0.00115,25.96,27.32,28.14,1419.6132,0.0681,28.4826,4.9924,5.4380,1106095,1512124,2.3672,0.1947,2955.6,1419.6132,19.36,101,41,0,100,94,0
