step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,inv1,inv1_land,inv1_grown,inv2,inv2_land,inv2_grown
1000,19849,14873,139340,670463,610942,528183,2940,54955,8071,0,1262342,23194476,184150.944,74638.415,0.3088,50272.326,0.040,0.938,0.010,0.013,0.762,0.192,3807,0.0763,0.6735,0.085,23.0,43.7,61.0,32.06,5.85,7.72,0.08,18.41,6.26,1.193,0.197,0.551,0.579,21.547,0.531,0.0019,176,517,1850,66011,210,0,0.000,10872,6639,5295,7915,1666,7251,10932,1.25,3.54,21748,45.4131,66704,5899,541928,3820.2,-0.0,437946,51.225,2624445.418,1.37e-14,0.00093,30.00,147584,94.869,1.809,92.067,0.993,94.870,16178,1522,2149,0.1149,1.000,1.163,1.306,1.179,0.994,1.444,40932.544,14746.916,158024.094,41005.964,35393.212,14840.942,2333.918,7191.228,0.827,0.782,0.584,0.847,0.710,0.657,2987,54819,0.7181,0.6709,0.5520,0.9989,0.0245,0.0506,0.5163,1.3768,0.7935,0.2100,0.0086,0.0697,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,5815,0.9999,0.9836,0.8604,0.9984,0.0245,0.0506,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.5830,5.9087,5.2740,0.0995,0.0140,0.0112,0.003,0.019,0.007,0.025,3831,0.0970,0.0054,0.0044,0.00232,0.00123,0.00144,23.16,27.68,27.54,948.4931,0.1270,76.2324,23.8850,27.3403,1069623,1524827,0.5560,0.0050,921.2,948.4931,21.62,0,0,0,0,0,0
2000,11565,5527,41705,90940,82383,48674,561,16464,813,0,220119,6953683,35036.935,17654.890,0.4728,11151.045,0.036,0.943,0.008,0.014,0.728,0.219,477,0.0508,0.6325,0.108,24.7,40.4,56.6,32.76,4.17,7.86,0.30,20.44,6.49,1.120,0.206,0.404,0.427,16.218,0.483,0.0018,139,1221,1578,7043,123,0,0.000,5674,2294,3130,6141,890,2151,8524,2.25,6.25,14432,18.6958,66799,8976,502756,2339.3,-0.0,510000,27.938,2624445.418,4.26e-15,0.00068,25.34,21363,27.330,1.840,25.255,0.235,27.331,6666,2628,2271,0.2635,1.000,1.133,1.251,1.164,0.986,1.146,9713.835,6181.145,26994.317,9665.714,9527.949,5511.534,235.031,757.280,0.796,0.645,0.456,0.608,0.430,0.500,9526,28881,0.7003,0.5200,0.4412,0.9990,0.0623,0.1201,0.5597,1.2614,0.8096,0.2108,0.0078,0.0403,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,1348,0.9996,0.9548,0.7692,0.9984,0.0623,0.1201,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6544,6.0429,5.7208,0.0747,0.0335,0.0300,0.029,0.091,0.037,0.092,2483,0.1114,0.0064,0.0043,0.00228,0.00082,0.00108,27.05,27.31,27.65,1295.7092,0.0659,19.4102,21.8034,6.1350,1087234,1523693,1.1755,0.0490,1381.4,1295.7092,26.00,0,0,0,0,0,0
3000,9992,3503,43349,88825,81572,44996,480,14529,802,0,192605,4250647,31107.297,12413.491,0.3576,8109.214,0.042,0.926,0.013,0.019,0.648,0.274,630,0.0601,0.6505,0.090,21.9,35.0,54.0,32.18,3.11,7.76,0.47,20.84,6.48,1.098,0.208,0.320,0.338,11.413,0.389,0.0022,106,612,1778,5454,184,0,0.000,4527,36,1669,8287,362,1538,8092,3.75,8.91,14848,17.2548,66722,9962,471078,2200.5,-0.0,551535,16.327,2624445.418,1.05e-14,0.00102,14.43,21834,19.946,1.813,17.938,0.195,19.947,4474,2648,2870,0.2950,0.978,1.087,1.254,1.160,0.967,1.124,11464.244,8634.025,14957.085,11349.521,12909.906,3212.589,229.729,861.959,0.725,0.609,0.508,0.535,0.458,0.531,13206,25428,0.6909,0.4706,0.4214,0.9995,0.0549,0.0867,0.5616,1.2178,0.8922,0.1927,0.0065,0.0274,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,2986,0.9990,0.8816,0.7565,0.9982,0.0549,0.0867,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6224,5.9946,5.6772,0.0568,0.0571,0.0396,0.048,0.119,0.053,0.112,1177,0.0680,0.0075,0.0035,0.00239,0.00090,0.00117,22.47,26.65,27.51,1499.3843,0.0615,24.6303,9.6813,6.6459,1093511,1522121,1.7814,0.1058,1595.5,1499.3843,22.38,0,0,0,0,0,0
4000,10280,3034,50793,107513,99297,56033,687,15873,930,1,208261,3879015,35153.719,13684.475,0.3066,9694.289,0.071,0.883,0.022,0.024,0.619,0.296,610,0.0617,0.6608,0.084,22.2,37.3,59.4,34.99,2.69,7.13,0.59,24.58,6.69,1.081,0.191,0.263,0.279,9.496,0.336,0.0024,100,421,1956,5430,320,0,0.000,4457,20,1391,8869,262,1510,8508,5.25,10.80,17539,19.0848,66764,8092,442742,3874.8,-0.0,580592,14.580,2624445.418,2.95e-14,0.00039,37.93,28614,20.905,1.828,18.854,0.224,20.905,3950,3035,3295,0.3404,0.928,1.065,1.234,1.142,0.956,1.124,13942.425,11477.788,13146.568,13767.862,17933.578,2477.027,311.696,1201.462,0.666,0.624,0.543,0.466,0.504,0.575,13870,27419,0.7081,0.3222,0.3057,0.9981,0.0493,0.0763,0.5663,1.0633,0.8106,0.1802,0.0124,0.0228,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,5375,0.9986,0.7581,0.6122,0.9972,0.0494,0.0764,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6231,6.0521,5.7067,0.0482,0.0591,0.0524,0.031,0.164,0.042,0.147,907,0.0598,0.0051,0.0029,0.00251,0.00113,0.00141,26.32,27.91,28.44,1561.7424,0.0632,32.2360,6.7004,7.8795,1096731,1519653,1.9452,0.1244,1739.3,1561.7424,25.42,0,0,0,0,0,0
5000,9986,2976,46552,91845,83825,44653,640,15181,933,5,209831,3413420,31890.208,11933.971,0.2863,8178.769,0.063,0.895,0.017,0.024,0.592,0.312,527,0.0659,0.6592,0.079,22.0,36.6,56.5,33.73,2.61,8.51,0.55,22.07,6.59,1.101,0.224,0.275,0.290,8.775,0.365,0.0025,95,430,1813,5052,472,1,0.915,4452,91,1808,8087,405,1741,7840,6.00,11.31,18412,19.9638,66743,10986,418257,2514.8,0.0,609049,13.661,2624445.418,3.02e-15,0.00099,12.68,23272,19.004,1.818,16.987,0.199,19.005,4197,2840,2949,0.3385,0.958,1.057,1.257,1.152,0.977,1.149,11046.879,9143.926,15022.050,10907.133,14139.794,2429.985,322.817,1002.400,0.615,0.616,0.531,0.455,0.455,0.546,16805,26012,0.6453,0.3740,0.4174,0.9986,0.0474,0.0823,0.5736,1.2219,0.8324,0.1648,0.0077,0.0225,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,3760,0.9991,0.9194,0.7577,0.9979,0.0474,0.0823,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6471,6.0989,5.5974,0.0449,0.0658,0.0559,0.065,0.147,0.072,0.167,955,0.0661,0.0045,0.0035,0.00264,0.00084,0.00105,25.52,27.73,27.86,1641.1307,0.0787,25.4814,6.5953,7.0657,1098465,1518727,1.4000,0.0899,1802.3,1641.1307,23.03,0,0,0,0,0,0
6000,9913,3248,60316,142758,132442,81582,860,16775,1522,4,305962,3999531,43745.068,17405.987,0.2751,12146.125,0.064,0.895,0.018,0.023,0.593,0.312,818,0.0765,0.6547,0.084,22.7,40.7,65.7,35.89,3.02,8.89,0.37,23.62,6.70,1.116,0.221,0.298,0.312,8.986,0.385,0.0024,87,386,1193,7049,303,2,0.467,4737,325,1272,8316,1350,1762,6801,6.00,12.38,14092,20.1381,66753,10623,387840,2053.4,-0.0,643638,15.063,2624445.418,0.00e0,0.00002,23.20,36275,23.018,1.790,20.998,0.230,23.018,5165,2379,2369,0.3082,0.963,1.094,1.305,1.172,0.972,1.137,13596.592,12385.610,23624.129,13405.738,18861.327,3500.879,332.949,1426.034,0.602,0.619,0.551,0.572,0.521,0.617,16246,37201,0.5145,0.3185,0.3617,0.9985,0.0483,0.0815,0.5471,1.0981,0.8622,0.1435,0.0075,0.0236,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,3672,0.9995,0.8842,0.7783,0.9981,0.0486,0.0815,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4197,5.9994,5.7015,0.0440,0.0422,0.0369,0.032,0.109,0.033,0.110,1215,0.0688,0.0041,0.0032,0.00252,0.00103,0.00121,22.81,27.79,27.46,1635.9911,0.0960,32.7901,7.5311,7.5318,1099321,1517717,0.7405,0.0288,1859.8,1635.9911,19.40,0,0,0,0,0,0
7000,9475,2505,48951,96609,87025,46926,732,16814,1219,1,265362,3378538,34322.097,12664.058,0.2876,7894.914,0.063,0.896,0.015,0.025,0.554,0.337,1059,0.0832,0.6514,0.084,23.4,38.7,62.2,35.10,2.51,8.77,0.34,23.47,6.60,1.140,0.226,0.258,0.268,7.613,0.317,0.0027,111,460,841,7169,248,3,0.793,4332,1091,1188,7196,715,1437,7323,10.00,15.63,15100,19.0026,66824,11061,360404,2238.9,-0.0,675391,14.904,2624445.418,3.30e-14,0.00037,24.47,24370,20.538,1.805,18.479,0.254,20.538,4246,2690,2539,0.3265,0.951,1.083,1.348,1.257,0.955,1.140,11650.041,10239.932,15918.462,11461.064,14837.485,3303.230,300.471,1165.443,0.559,0.590,0.508,0.449,0.454,0.550,19128,28153,0.5677,0.2532,0.2872,0.9995,0.0491,0.0739,0.5877,0.9811,0.8298,0.1452,0.0134,0.0166,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,1937,0.9984,0.7260,0.6779,0.9978,0.0491,0.0739,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4411,6.0777,5.8115,0.0379,0.0367,0.0331,0.037,0.108,0.041,0.102,1265,0.0719,0.0037,0.0045,0.00252,0.00107,0.00110,26.77,27.84,27.41,1608.6022,0.0994,26.6877,7.8100,7.0941,1101653,1516331,0.5727,0.0142,1918.3,1608.6022,21.78,0,0,0,0,0,0
8000,7438,2299,42306,88444,79648,45488,650,12728,918,3,204456,2797799,30630.544,11911.743,0.2891,8217.287,0.048,0.910,0.021,0.021,0.548,0.346,416,0.0859,0.6401,0.089,23.1,38.1,62.8,33.98,2.71,8.86,0.49,21.92,6.64,1.171,0.221,0.270,0.282,8.462,0.379,0.0024,95,435,632,6043,126,4,0.510,3551,587,776,6075,1082,917,5439,7.52,14.31,16853,19.2027,66725,12450,339023,1219.4,-0.0,699393,11.725,2624445.418,1.92e-14,0.00042,7.77,26863,18.618,1.795,16.675,0.147,18.618,3410,2007,2021,0.3124,0.961,1.095,1.530,1.291,0.969,1.168,9908.145,9593.444,14734.330,9744.319,14369.181,2583.118,221.837,889.502,0.558,0.582,0.498,0.521,0.489,0.538,21674,26840,0.6340,0.3896,0.3897,0.9995,0.0449,0.0834,0.5585,1.1767,0.9645,0.1595,0.0087,0.0087,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,2756,0.9987,0.9396,0.8297,0.9984,0.0449,0.0834,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3492,5.9622,5.6507,0.0415,0.0534,0.0465,0.054,0.115,0.070,0.170,1098,0.0738,0.0052,0.0044,0.00237,0.00093,0.00103,23.93,27.49,27.41,1404.8142,0.0772,24.5317,6.0250,5.7001,1103319,1515869,1.0250,0.1045,2151.7,1404.8142,16.84,0,0,0,0,0,0
9000,6498,2167,47499,108664,100423,60587,578,12078,1080,2,225279,2738081,38110.328,13017.627,0.2617,9333.462,0.074,0.884,0.022,0.021,0.553,0.339,644,0.0974,0.6320,0.106,21.4,38.1,63.5,33.81,3.00,8.96,0.44,21.41,6.56,1.168,0.228,0.271,0.283,9.467,0.350,0.0023,82,398,637,5775,106,5,0.867,3228,32,1022,5444,224,1322,4952,6.50,14.49,14689,19.2486,66686,11725,316121,2038.8,0.0,725448,11.276,2624445.418,1.95e-15,0.01216,30.68,29355,18.457,1.816,16.513,0.129,18.457,3138,1458,1902,0.2844,0.976,1.114,1.503,1.198,0.975,1.267,11469.589,11586.851,20028.075,11310.464,16105.251,2189.891,432.920,1061.355,0.573,0.576,0.501,0.608,0.509,0.551,22028,32122,0.5966,0.3097,0.3329,0.9996,0.0480,0.0713,0.5536,1.1689,0.9455,0.1636,0.0051,0.0144,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,2294,0.9980,0.9250,0.7773,0.9978,0.0480,0.0713,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3964,5.9113,5.5068,0.0474,0.0471,0.0440,0.073,0.112,0.052,0.133,863,0.0574,0.0038,0.0036,0.00279,0.00106,0.00123,25.66,26.84,27.82,1555.2006,0.0714,27.8404,5.5706,5.7056,1104253,1515149,1.8816,0.1899,2205.7,1555.2006,18.95,0,0,0,0,0,0
10000,8179,2377,46591,97184,88107,49870,723,12494,1524,3,230902,2896833,30499.657,12055.452,0.2717,8134.459,0.064,0.898,0.019,0.019,0.572,0.324,952,0.0773,0.6652,0.077,21.3,37.7,59.5,33.36,2.35,8.48,0.47,22.07,6.59,1.147,0.216,0.252,0.262,8.261,0.346,0.0024,83,365,612,6173,152,3,0.862,3801,92,1324,6763,318,1332,6529,5.75,13.17,19177,19.8687,66703,12311,301890,2940.6,-0.0,739221,10.998,2624521.195,1.41e-14,0.00368,11.37,27169,17.325,1.810,15.324,0.191,17.366,3385,1845,2949,0.2645,0.986,1.087,1.409,1.212,0.979,1.177,10441.971,11539.710,11414.917,10309.476,16909.722,1917.424,526.415,1477.154,0.573,0.589,0.556,0.452,0.480,0.571,24327,28237,0.6366,0.2562,0.2614,0.9990,0.0406,0.0639,0.5776,1.2406,0.9664,0.1556,0.0050,0.0116,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,1872,0.9993,0.9604,0.7967,0.9968,0.0406,0.0639,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.5221,5.9197,5.6442,0.0428,0.0559,0.0385,0.039,0.110,0.040,0.102,980,0.0857,0.0023,0.0027,0.00254,0.00106,0.00126,25.82,27.16,27.71,1562.9998,0.0691,27.7027,5.2549,5.7432,1105787,1512990,2.3252,0.1942,2251.4,1562.9998,19.36,102,41,0,100,93,0
