step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,inv1,inv1_land,inv1_grown,inv2,inv2_land,inv2_grown
1000,13397,6676,164874,888491,788111,712932,10685,63970,17630,1,1379572,18021879,189850.824,103186.652,0.3812,70316.305,0.080,0.837,0.047,0.037,0.649,0.296,3286,0.1180,0.7290,0.084,10.9,32.0,89.7,28.30,1.56,6.28,0.82,19.64,6.24,1.604,0.198,0.031,0.042,11.977,0.484,0.0022,146,481,1615,114663,77,0,0.000,7626,3896,4124,5377,882,4194,8321,0.00,6.19,7545,31.6560,66713,6143,533069,3010.5,-0.0,475826,57.532,2624449.766,1.24e-15,0.00093,30.00,348202,175.133,1.608,170.972,2.552,175.133,10485,630,2282,0.1120,0.996,1.965,2.000,1.619,0.934,1.719,39004.094,12912.729,188804.504,39410.751,31951.873,23090.090,1933.988,7846.269,0.696,0.597,0.589,0.852,0.764,0.601,3350,65042,0.6384,0.5997,0.5777,0.9996,0.0383,0.0464,0.6928,0.9144,0.9633,0.0622,0.0217,0.0201,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,3738,0.9999,0.8982,0.9222,0.9985,0.0383,0.0464,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,7.5589,5.3472,8.1571,0.0552,0.0958,0.0835,0.109,0.158,0.165,0.111,9096,0.1908,0.0014,0.0125,0.00233,0.00153,0.00133,23.00,27.21,27.01,38.8910,0.1356,70.6459,31.3374,26.1942,1084188,1528136,0.7331,0.0062,1760.6,38.8910,21.62,0,0,0,0,0,0
2000,8099,1999,41403,75775,63347,33932,440,21135,4108,0,278429,2878072,21850.197,12614.004,0.3681,6207.855,0.079,0.828,0.045,0.047,0.476,0.401,847,0.1058,0.7404,0.074,13.1,29.2,69.6,31.30,0.91,6.48,0.99,22.92,7.49,1.224,0.200,0.030,0.035,7.054,0.374,0.0032,135,807,485,19466,30,0,0.000,3793,512,1733,5854,247,635,7217,6.00,16.34,11241,12.1850,66815,10990,493546,2065.2,-0.0,530592,14.964,2624449.766,6.39e-15,0.00068,25.34,27816,18.717,1.567,16.780,0.369,18.717,1530,3213,3356,0.4415,0.932,1.023,1.999,1.462,0.960,1.369,10541.452,7032.978,7489.852,10473.884,10094.316,4465.720,837.841,1102.587,0.490,0.520,0.404,0.468,0.411,0.488,11887,16987,0.5670,0.5266,0.4392,0.9999,0.0343,0.0497,0.6518,0.9225,0.8040,0.0882,0.0092,0.0142,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,1939,0.9990,0.8492,0.8005,0.9977,0.0343,0.0497,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,6.8166,5.4044,6.5774,0.0403,0.1066,0.0990,0.285,0.143,0.187,0.232,2532,0.1385,0.0043,0.0083,0.00268,0.00076,0.00078,26.04,26.95,27.36,55.6824,0.0713,20.7206,8.1237,6.8407,1094014,1525454,1.4905,0.0558,3160.9,55.6824,26.00,0,0,0,0,0,0
3000,9806,2056,53389,106811,96993,52727,695,17522,2230,1,225275,2859149,32856.091,11745.332,0.2561,8139.149,0.106,0.818,0.038,0.039,0.514,0.370,822,0.0768,0.7280,0.090,13.0,31.9,66.9,31.04,1.23,8.03,0.70,21.09,7.32,1.189,0.224,0.110,0.119,7.183,0.316,0.0028,88,348,481,15050,56,0,0.000,4715,18,1770,8018,268,1664,7874,4.50,16.03,15234,18.6473,66739,11861,462961,1759.8,-0.0,560151,12.006,2624449.766,1.42e-15,0.00102,14.43,33827,18.247,1.565,16.204,0.478,18.247,3579,2914,3313,0.3959,0.916,1.037,1.998,1.267,0.967,1.299,13604.051,10863.678,11090.000,13485.287,16419.953,1230.742,968.256,1407.186,0.524,0.531,0.488,0.532,0.441,0.532,15620,27788,0.5947,0.4751,0.4720,0.9997,0.0371,0.0552,0.6354,0.9647,0.8938,0.0707,0.0136,0.0144,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,3046,0.9995,0.8962,0.8340,0.9991,0.0371,0.0552,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,6.3889,5.5144,6.3274,0.0429,0.0909,0.0860,0.163,0.135,0.170,0.152,1095,0.1111,0.0041,0.0045,0.00250,0.00093,0.00102,21.59,26.98,26.93,685.1259,0.0509,30.2387,3.8675,8.1388,1094199,1524067,1.9210,0.1059,3729.3,685.1259,22.38,0,0,0,0,0,0
4000,10124,2567,63763,123923,108387,59384,776,22537,3848,2,328380,3863223,37554.578,16489.637,0.3065,10198.910,0.098,0.811,0.049,0.043,0.523,0.362,910,0.0967,0.7366,0.071,12.8,30.0,63.5,27.86,1.32,7.13,0.60,18.81,6.93,1.267,0.218,0.104,0.117,7.215,0.374,0.0027,98,381,689,19419,63,0,0.000,4900,59,1928,8137,294,1248,8582,7.50,16.16,15474,17.5930,66783,12805,436359,1610.3,-0.0,591671,15.720,2624449.766,3.39e-14,0.00039,37.93,45583,25.756,1.578,23.578,0.601,25.757,2973,2841,4310,0.3462,0.950,1.072,2.000,1.367,0.974,1.390,12928.313,13049.981,15971.220,12794.688,18987.581,2934.654,1018.649,2337.424,0.536,0.513,0.521,0.529,0.396,0.515,17927,32536,0.6489,0.3764,0.3642,0.9992,0.0359,0.0614,0.6514,0.9897,0.9089,0.1042,0.0167,0.0159,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,2591,0.9992,0.9138,0.8321,0.9983,0.0360,0.0614,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,6.7711,5.4523,6.5047,0.0442,0.0726,0.0700,0.159,0.073,0.123,0.153,1931,0.1233,0.0045,0.0030,0.00234,0.00079,0.00097,26.62,27.24,27.90,1333.7842,0.0775,32.1767,6.6762,9.0442,1096634,1521670,1.9875,0.1247,3634.8,1333.7842,25.42,0,0,0,0,0,0
5000,12429,3023,61147,122707,108568,60795,765,19187,3621,4,282469,3590889,38283.032,14663.192,0.3101,9188.675,0.086,0.839,0.029,0.046,0.520,0.361,901,0.0773,0.7318,0.064,12.3,31.9,68.3,29.55,1.71,7.63,0.69,19.51,6.91,1.265,0.223,0.142,0.156,7.603,0.336,0.0025,91,375,657,14634,55,12,0.418,6251,88,1926,10415,517,1800,10112,4.75,13.77,14095,18.3249,66745,15214,414575,3603.9,-0.0,620521,13.849,2624449.766,1.14e-14,0.00092,12.68,41644,22.997,1.574,20.398,1.025,22.997,4081,3327,5021,0.3729,0.919,1.062,2.000,1.234,0.965,1.489,11527.296,12621.175,18724.860,11409.199,17337.648,1537.472,772.215,3164.829,0.553,0.512,0.503,0.633,0.359,0.473,23441,32209,0.5744,0.2853,0.2951,0.9989,0.0330,0.0547,0.5895,1.0201,0.8917,0.1057,0.0136,0.0229,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,2610,0.9989,0.9016,0.8044,0.9985,0.0330,0.0547,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,6.2883,5.4134,6.8201,0.0423,0.0834,0.0764,0.155,0.122,0.154,0.143,1211,0.0864,0.0038,0.0034,0.00249,0.00074,0.00085,24.96,28.01,27.96,2258.5916,0.0701,29.1416,5.3225,8.5264,1097032,1519328,1.4213,0.0934,2749.9,2258.5916,23.03,0,0,0,0,0,0
6000,9200,2972,54903,100050,86291,44517,630,18910,3788,2,273944,3407663,33471.822,14216.834,0.3297,8571.175,0.096,0.806,0.050,0.048,0.524,0.356,702,0.0993,0.7159,0.066,14.0,33.1,81.1,33.82,2.57,9.32,0.74,21.19,7.02,1.271,0.239,0.190,0.208,9.714,0.361,0.0025,98,405,790,13705,96,15,0.542,5075,376,1860,6964,840,1329,7031,4.25,13.33,14102,17.4919,66757,17630,391237,1590.0,-0.0,653205,14.332,2624449.766,2.48e-15,0.00061,23.20,36849,22.887,1.584,20.711,0.591,22.887,3699,1971,3530,0.2843,0.947,1.092,2.000,1.240,0.964,1.475,10233.725,11048.056,16021.211,10096.053,15925.732,1914.922,618.564,3112.173,0.548,0.504,0.520,0.500,0.379,0.463,30145,31730,0.5430,0.3599,0.3187,0.9991,0.0386,0.0572,0.5371,0.9575,0.9141,0.1203,0.0252,0.0217,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,2588,0.9999,0.8808,0.8564,0.9987,0.0388,0.0572,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.9968,5.5472,6.7265,0.0449,0.0967,0.0810,0.136,0.152,0.165,0.127,1114,0.0654,0.0046,0.0040,0.00229,0.00085,0.00084,22.10,26.86,26.88,1701.3698,0.0717,26.4355,6.6900,7.6417,1098542,1518690,0.7600,0.0298,2583.0,1701.3698,19.40,0,0,0,0,0,0
7000,8782,2762,65724,132793,117557,66329,740,19275,3866,8,310380,3622472,42160.607,16396.000,0.3111,10360.962,0.091,0.815,0.054,0.040,0.532,0.351,1350,0.1060,0.7017,0.059,14.0,32.0,70.6,31.76,2.21,9.35,0.42,19.78,6.95,1.252,0.251,0.180,0.192,8.687,0.376,0.0025,83,373,926,15051,113,15,0.510,4988,769,1573,6440,984,1094,6704,6.75,15.01,12306,17.8311,66825,14789,364873,3151.8,-0.0,686026,15.503,2624449.766,2.20e-14,0.00028,24.47,47688,26.691,1.579,24.590,0.522,26.692,3682,1805,3295,0.2895,0.943,1.092,2.000,1.171,0.967,1.499,13423.753,14239.339,18839.870,13235.662,20446.037,2069.287,736.132,3229.618,0.556,0.489,0.544,0.557,0.434,0.513,32895,38462,0.5453,0.2779,0.2608,0.9996,0.0388,0.0486,0.5781,1.0471,0.9615,0.1129,0.0105,0.0153,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,3001,0.9996,0.9142,0.8718,0.9994,0.0388,0.0486,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.9156,5.4991,6.9219,0.0438,0.0649,0.0593,0.097,0.069,0.102,0.105,1530,0.0794,0.0038,0.0043,0.00231,0.00075,0.00077,26.66,26.34,26.67,1709.2526,0.0818,34.1530,7.7126,7.7903,1100858,1517364,0.5943,0.0142,2420.7,1709.2526,21.78,0,0,0,0,0,0
8000,6661,2005,41322,72263,62988,30570,371,14198,1535,4,176760,2448321,25437.371,9212.296,0.2855,6058.584,0.083,0.829,0.044,0.044,0.519,0.359,672,0.1030,0.6999,0.058,14.3,32.0,68.5,31.67,1.98,8.63,0.58,20.47,7.46,1.147,0.225,0.171,0.182,8.702,0.401,0.0027,90,434,672,9780,103,11,0.634,3635,527,936,5198,546,640,5475,7.00,16.19,15903,17.0976,66728,17475,347563,1295.2,-0.0,708887,11.614,2624449.766,8.52e-15,0.00009,7.77,24015,14.974,1.547,13.215,0.213,14.975,2311,2044,2306,0.3774,0.928,1.040,1.478,1.203,0.964,1.252,8681.741,8576.741,10731.094,8560.268,12204.594,1364.673,551.028,1238.011,0.552,0.507,0.499,0.447,0.368,0.459,38792,25502,0.6479,0.2452,0.2774,0.9997,0.0372,0.0556,0.5941,1.0770,0.8777,0.1243,0.0142,0.0148,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,1052,0.9992,0.9320,0.8119,0.9987,0.0372,0.0556,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.9077,5.3582,6.0899,0.0481,0.0971,0.0887,0.169,0.106,0.161,0.133,1152,0.0858,0.0040,0.0046,0.00229,0.00069,0.00069,23.75,27.02,27.10,1484.4838,0.0635,21.1147,5.6380,5.9763,1103468,1516321,1.0521,0.1047,2499.1,1484.4838,16.84,0,0,0,0,0,0
9000,8490,2193,52699,116101,106213,62872,530,13470,1656,4,214916,2438130,38879.937,12148.216,0.2592,8666.580,0.107,0.771,0.056,0.066,0.531,0.347,715,0.0794,0.6767,0.082,16.1,37.0,73.4,37.32,1.98,11.42,1.25,22.67,7.66,1.106,0.268,0.186,0.192,8.379,0.304,0.0025,76,348,690,13198,120,9,0.743,4532,26,1194,7270,234,1231,7025,5.75,14.98,15449,18.8649,66720,14467,329216,3090.5,0.0,727137,11.474,2624449.766,6.92e-15,0.00128,30.68,36152,18.516,1.606,16.602,0.308,18.517,2658,2582,3250,0.3975,0.932,1.027,1.307,1.110,0.966,1.214,12622.864,13418.831,16796.796,12527.698,18222.024,1399.208,829.784,1252.644,0.560,0.505,0.530,0.630,0.460,0.539,38120,30794,0.5352,0.2802,0.2653,0.9994,0.0385,0.0636,0.5683,0.8887,0.7787,0.1066,0.0199,0.0206,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,3840,0.9995,0.8675,0.7457,0.9987,0.0385,0.0636,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6616,5.4457,5.8364,0.0423,0.1115,0.0928,0.161,0.192,0.210,0.154,1106,0.0949,0.0029,0.0035,0.00244,0.00094,0.00101,25.47,27.62,28.20,1486.7114,0.0548,31.1376,4.9839,6.4901,1104134,1514136,1.9130,0.1905,2559.1,1486.7114,18.95,0,0,0,0,0,0
10000,8715,2020,60900,132563,121300,70952,711,13044,1994,3,241442,2766554,41706.339,13106.331,0.2674,9071.756,0.120,0.775,0.046,0.059,0.556,0.325,785,0.0813,0.6820,0.059,17.7,38.2,70.7,37.18,2.14,9.57,0.97,24.50,7.37,1.124,0.232,0.200,0.211,8.187,0.309,0.0022,65,313,733,14517,96,9,0.698,4561,72,1237,7406,311,1386,7018,6.75,15.64,18255,19.6774,66736,12822,304908,2990.1,0.0,741905,11.575,2624529.177,3.31e-14,0.00491,11.37,41663,19.512,1.606,17.570,0.336,19.566,3062,2575,3078,0.3783,0.918,1.039,1.364,1.150,0.953,1.241,13598.400,18158.827,13162.341,13475.828,24139.926,1531.843,698.931,1803.800,0.593,0.550,0.532,0.502,0.469,0.590,29868,41467,0.6277,0.2996,0.3199,0.9991,0.0390,0.0556,0.5995,0.8080,0.7610,0.0994,0.0275,0.0324,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,3341,0.9985,0.7235,0.6371,0.9985,0.0390,0.0556,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6953,5.5311,6.0155,0.0413,0.1034,0.0851,0.167,0.132,0.171,0.131,1026,0.0917,0.0024,0.0028,0.00258,0.00103,0.00125,25.30,27.80,27.95,1514.3365,0.0602,38.0373,5.0509,6.5245,1105503,1512803,2.3289,0.1961,2594.4,1514.3365,19.36,104,26,0,100,97,0
